time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,2.818,0.047,0.047,25,6.0
1.0,0.017,2.838,0.047,0.094,25,6.0
2.0,0.033,2.857,0.048,0.142,25,6.0
3.0,0.05,2.877,0.048,0.19,25,6.0
4.0,0.067,2.898,0.048,0.238,25,6.0
5.0,0.083,2.918,0.049,0.287,25,6.0
6.0,0.1,2.939,0.049,0.336,25,6.0
7.0,0.117,2.96,0.049,0.385,25,6.0
8.0,0.133,2.982,0.05,0.435,25,6.0
9.0,0.15,3.004,0.05,0.485,25,6.0
10.0,0.167,3.026,0.05,0.535,25,6.0
11.0,0.183,3.048,0.051,0.586,25,6.0
12.0,0.2,3.071,0.051,0.637,25,6.0
13.0,0.217,3.095,0.052,0.689,25,6.0
14.0,0.233,3.118,0.052,0.741,25,6.0
15.0,0.25,3.142,0.052,0.793,25,6.0
16.0,0.267,3.167,0.053,0.846,25,6.0
17.0,0.283,3.192,0.053,0.899,25,6.0
18.0,0.3,3.217,0.054,0.953,25,6.0
19.0,0.317,3.243,0.054,1.007,25,6.0
20.0,0.333,3.269,0.054,1.061,25,6.0
21.0,0.35,3.296,0.055,1.116,25,6.0
22.0,0.367,3.323,0.055,1.172,25,6.0
23.0,0.383,3.351,0.056,1.227,25,6.0
24.0,0.4,3.379,0.056,1.284,25,6.0
25.0,0.417,3.408,0.057,1.341,25,6.0
26.0,0.433,3.437,0.057,1.398,25,6.0
27.0,0.45,3.467,0.058,1.456,25,6.0
28.0,0.467,3.497,0.058,1.514,25,6.0
29.0,0.483,3.528,0.059,1.573,25,6.0
30.0,0.5,3.559,0.059,1.632,25,6.0
31.0,0.517,3.591,0.06,1.692,25,6.0
32.0,0.533,3.624,0.06,1.752,25,6.0
33.0,0.55,3.657,0.061,1.813,25,6.0
34.0,0.567,3.691,0.062,1.875,25,6.0
35.0,0.583,3.726,0.062,1.937,25,6.0
36.0,0.6,3.762,0.063,2.0,25,6.0
37.0,0.617,3.798,0.063,2.063,25,6.0
38.0,0.633,3.835,0.064,2.127,25,6.0
39.0,0.65,3.872,0.065,2.191,25,6.0
