time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,8.272,0.138,0.138,25,2.0
1.0,0.017,8.463,0.141,0.279,25,2.0
2.0,0.033,8.662,0.144,0.423,25,2.0
3.0,0.05,8.872,0.148,0.571,25,2.0
4.0,0.067,9.092,0.152,0.723,25,2.0
5.0,0.083,9.323,0.155,0.878,25,2.0
6.0,0.1,9.566,0.159,1.037,25,2.0
7.0,0.117,9.822,0.164,1.201,25,2.0
8.0,0.133,10.093,0.168,1.369,25,2.0
9.0,0.15,10.379,0.173,1.542,25,2.0
10.0,0.167,10.682,0.178,1.72,25,2.0
11.0,0.183,11.003,0.183,1.904,25,2.0
12.0,0.2,11.343,0.189,2.093,25,2.0
13.0,0.217,11.706,0.195,2.288,25,2.0
14.0,0.233,12.092,0.202,2.489,25,2.0
15.0,0.25,12.504,0.208,2.698,25,2.0
16.0,0.267,12.945,0.216,2.914,25,2.0
17.0,0.283,13.417,0.224,3.137,25,2.0
18.0,0.3,13.924,0.232,3.369,25,2.0
19.0,0.317,14.471,0.241,3.611,25,2.0
20.0,0.333,15.061,0.251,3.862,25,2.0
21.0,0.35,15.699,0.262,4.123,25,2.0
22.0,0.367,16.392,0.273,4.396,25,2.0
23.0,0.383,17.146,0.286,4.682,25,2.0
24.0,0.4,17.971,0.3,4.982,25,2.0
25.0,0.417,18.874,0.315,5.296,25,2.0
26.0,0.433,19.869,0.331,5.627,25,2.0
27.0,0.45,20.968,0.349,5.977,25,2.0
28.0,0.467,22.189,0.37,6.347,25,2.0
29.0,0.483,23.55,0.393,6.739,25,2.0
30.0,0.5,25.077,0.418,7.157,25,2.0
31.0,0.517,26.8,0.447,7.604,25,2.0
32.0,0.533,28.756,0.479,8.083,25,2.0
33.0,0.55,30.994,0.517,8.6,25,2.0
34.0,0.567,33.575,0.56,9.159,25,2.0
35.0,0.583,36.576,0.61,9.769,25,2.0
36.0,0.6,40.104,0.668,10.437,25,2.0
37.0,0.617,44.296,0.738,11.175,25,2.0
38.0,0.633,49.346,0.822,11.998,25,2.0
39.0,0.65,55.52,0.925,12.923,25,2.0
40.0,0.667,63.203,1.053,13.977,25,2.0
41.0,0.683,72.968,1.216,15.193,25,2.0
42.0,0.7,85.692,1.428,16.621,25,2.0
43.0,0.717,102.793,1.713,18.334,25,2.0
44.0,0.733,126.678,2.111,20.445,25,2.0
45.0,0.75,161.738,2.696,23.141,25,2.0
46.0,0.767,178.294,2.972,26.113,25,2.0
47.0,0.783,151.248,2.521,28.633,25,2.0
48.0,0.8,130.447,2.174,30.808,25,2.0
49.0,0.817,114.061,1.901,32.709,25,2.0
50.0,0.833,100.891,1.682,34.39,25,2.0
51.0,0.85,90.124,1.502,35.892,25,2.0
52.0,0.867,81.192,1.353,37.245,25,2.0
53.0,0.883,73.688,1.228,38.474,25,2.0
54.0,0.9,67.312,1.122,39.595,25,2.0
55.0,0.917,61.841,1.031,40.626,25,2.0
56.0,0.933,57.106,0.952,41.578,25,2.0
57.0,0.95,52.975,0.883,42.461,25,2.0
58.0,0.967,49.346,0.822,43.283,25,2.0
59.0,0.983,46.137,0.769,44.052,25,2.0
60.0,1.0,43.283,0.721,44.774,25,2.0
61.0,1.017,40.731,0.679,45.452,25,2.0
62.0,1.033,38.438,0.641,46.093,25,2.0
63.0,1.05,36.368,0.606,46.699,25,2.0
64.0,1.067,34.492,0.575,47.274,25,2.0
65.0,1.083,32.786,0.546,47.82,25,2.0
66.0,1.1,31.228,0.52,48.341,25,2.0
67.0,1.117,29.801,0.497,48.838,25,2.0
68.0,1.133,28.489,0.475,49.312,25,2.0
69.0,1.15,27.281,0.455,49.767,25,2.0
70.0,1.167,26.164,0.436,50.203,25,2.0
71.0,1.183,25.129,0.419,50.622,25,2.0
72.0,1.2,24.169,0.403,51.025,25,2.0
73.0,1.217,23.274,0.388,51.413,25,2.0
74.0,1.233,22.44,0.374,51.787,25,2.0
75.0,1.25,21.661,0.361,52.148,25,2.0
76.0,1.267,20.931,0.349,52.497,25,2.0
77.0,1.283,20.246,0.337,52.834,25,2.0
78.0,1.3,19.603,0.327,53.161,25,2.0
79.0,1.317,18.997,0.317,53.477,25,2.0
80.0,1.333,18.427,0.307,53.784,25,2.0
81.0,1.35,17.888,0.298,54.083,25,2.0
82.0,1.367,17.378,0.29,54.372,25,2.0
83.0,1.383,16.896,0.282,54.654,25,2.0
84.0,1.4,16.439,0.274,54.928,25,2.0
85.0,1.417,16.005,0.267,55.195,25,2.0
86.0,1.433,15.592,0.26,55.454,25,2.0
87.0,1.45,15.2,0.253,55.708,25,2.0
88.0,1.467,14.827,0.247,55.955,25,2.0
89.0,1.483,14.471,0.241,56.196,25,2.0
90.0,1.5,14.131,0.236,56.432,25,2.0
91.0,1.517,13.807,0.23,56.662,25,2.0
92.0,1.533,13.496,0.225,56.887,25,2.0
93.0,1.55,13.2,0.22,57.107,25,2.0
94.0,1.567,12.915,0.215,57.322,25,2.0
95.0,1.583,12.643,0.211,57.533,25,2.0
96.0,1.6,12.381,0.206,57.739,25,2.0
97.0,1.617,12.131,0.202,57.941,25,2.0
98.0,1.633,11.89,0.198,58.139,25,2.0
99.0,1.65,11.658,0.194,58.334,25,2.0
100.0,1.667,11.435,0.191,58.524,25,2.0
101.0,1.683,11.22,0.187,58.711,25,2.0
102.0,1.7,11.013,0.184,58.895,25,2.0
103.0,1.717,10.814,0.18,59.075,25,2.0
104.0,1.733,10.622,0.177,59.252,25,2.0
105.0,1.75,10.436,0.174,59.426,25,2.0
106.0,1.767,10.257,0.171,59.597,25,2.0
107.0,1.783,10.084,0.168,59.765,25,2.0
108.0,1.8,9.917,0.165,59.93,25,2.0
109.0,1.817,9.755,0.163,60.093,25,2.0
110.0,1.833,9.598,0.16,60.253,25,2.0
111.0,1.85,9.447,0.157,60.41,25,2.0
112.0,1.867,9.3,0.155,60.565,25,2.0
113.0,1.883,9.157,0.153,60.718,25,2.0
114.0,1.9,9.019,0.15,60.868,25,2.0
115.0,1.917,8.886,0.148,61.016,25,2.0
116.0,1.933,8.756,0.146,61.162,25,2.0
117.0,1.95,8.63,0.144,61.306,25,2.0
118.0,1.967,8.507,0.142,61.448,25,2.0
119.0,1.983,8.388,0.14,61.588,25,2.0
120.0,2.0,8.272,0.138,61.725,25,2.0
