time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,23.049,0.384,0.384,100,1.0
1.0,0.017,24.147,0.402,0.787,100,1.0
2.0,0.033,25.351,0.423,1.209,100,1.0
3.0,0.05,26.674,0.445,1.654,100,1.0
4.0,0.067,28.135,0.469,2.123,100,1.0
5.0,0.083,29.756,0.496,2.619,100,1.0
6.0,0.1,31.562,0.526,3.145,100,1.0
7.0,0.117,33.586,0.56,3.704,100,1.0
8.0,0.133,35.866,0.598,4.302,100,1.0
9.0,0.15,38.452,0.641,4.943,100,1.0
10.0,0.167,41.406,0.69,5.633,100,1.0
11.0,0.183,44.805,0.747,6.38,100,1.0
12.0,0.2,48.753,0.813,7.192,100,1.0
13.0,0.217,53.382,0.89,8.082,100,1.0
14.0,0.233,58.872,0.981,9.063,100,1.0
15.0,0.25,65.464,1.091,10.154,100,1.0
16.0,0.267,73.499,1.225,11.379,100,1.0
17.0,0.283,83.461,1.391,12.77,100,1.0
18.0,0.3,96.064,1.601,14.371,100,1.0
19.0,0.317,112.399,1.873,16.245,100,1.0
20.0,0.333,134.205,2.237,18.481,100,1.0
21.0,0.35,164.405,2.74,21.222,100,1.0
22.0,0.367,208.248,3.471,24.692,100,1.0
23.0,0.383,250.541,4.176,28.868,100,1.0
24.0,0.4,211.744,3.529,32.397,100,1.0
25.0,0.417,182.066,3.034,35.432,100,1.0
26.0,0.433,158.789,2.646,38.078,100,1.0
27.0,0.45,140.152,2.336,40.414,100,1.0
28.0,0.467,124.964,2.083,42.497,100,1.0
29.0,0.483,112.399,1.873,44.37,100,1.0
30.0,0.5,101.867,1.698,46.068,100,1.0
31.0,0.517,92.939,1.549,47.617,100,1.0
32.0,0.533,85.292,1.422,49.038,100,1.0
33.0,0.55,78.685,1.311,50.35,100,1.0
34.0,0.567,72.929,1.215,51.565,100,1.0
35.0,0.583,67.879,1.131,52.696,100,1.0
36.0,0.6,63.419,1.057,53.753,100,1.0
37.0,0.617,59.457,0.991,54.744,100,1.0
38.0,0.633,55.918,0.932,55.676,100,1.0
39.0,0.65,52.741,0.879,56.555,100,1.0
40.0,0.667,49.876,0.831,57.387,100,1.0
41.0,0.683,47.282,0.788,58.175,100,1.0
42.0,0.7,44.924,0.749,58.923,100,1.0
43.0,0.717,42.772,0.713,59.636,100,1.0
44.0,0.733,40.802,0.68,60.316,100,1.0
45.0,0.75,38.993,0.65,60.966,100,1.0
46.0,0.767,37.327,0.622,61.588,100,1.0
47.0,0.783,35.788,0.596,62.185,100,1.0
48.0,0.8,34.363,0.573,62.757,100,1.0
49.0,0.817,33.04,0.551,63.308,100,1.0
50.0,0.833,31.81,0.53,63.838,100,1.0
51.0,0.85,30.663,0.511,64.349,100,1.0
52.0,0.867,29.591,0.493,64.843,100,1.0
53.0,0.883,28.588,0.476,65.319,100,1.0
54.0,0.9,27.647,0.461,65.78,100,1.0
55.0,0.917,26.764,0.446,66.226,100,1.0
56.0,0.933,25.932,0.432,66.658,100,1.0
57.0,0.95,25.149,0.419,67.077,100,1.0
58.0,0.967,24.409,0.407,67.484,100,1.0
59.0,0.983,23.71,0.395,67.879,100,1.0
60.0,1.0,23.049,0.384,68.263,100,1.0
