time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,13.888,0.231,0.231,10,1.0
1.0,0.017,14.55,0.243,0.474,10,1.0
2.0,0.033,15.275,0.255,0.729,10,1.0
3.0,0.05,16.073,0.268,0.996,10,1.0
4.0,0.067,16.953,0.283,1.279,10,1.0
5.0,0.083,17.93,0.299,1.578,10,1.0
6.0,0.1,19.018,0.317,1.895,10,1.0
7.0,0.117,20.237,0.337,2.232,10,1.0
8.0,0.133,21.611,0.36,2.592,10,1.0
9.0,0.15,23.17,0.386,2.978,10,1.0
10.0,0.167,24.949,0.416,3.394,10,1.0
11.0,0.183,26.998,0.45,3.844,10,1.0
12.0,0.2,29.377,0.49,4.334,10,1.0
13.0,0.217,32.166,0.536,4.87,10,1.0
14.0,0.233,35.474,0.591,5.461,10,1.0
15.0,0.25,39.446,0.657,6.119,10,1.0
16.0,0.267,44.288,0.738,6.857,10,1.0
17.0,0.283,50.29,0.838,7.695,10,1.0
18.0,0.3,57.884,0.965,8.66,10,1.0
19.0,0.317,67.727,1.129,9.788,10,1.0
20.0,0.333,80.867,1.348,11.136,10,1.0
21.0,0.35,99.064,1.651,12.787,10,1.0
22.0,0.367,125.482,2.091,14.879,10,1.0
23.0,0.383,150.966,2.516,17.395,10,1.0
24.0,0.4,127.589,2.126,19.521,10,1.0
25.0,0.417,109.705,1.828,21.35,10,1.0
26.0,0.433,95.68,1.595,22.944,10,1.0
27.0,0.45,84.45,1.407,24.352,10,1.0
28.0,0.467,75.298,1.255,25.607,10,1.0
29.0,0.483,67.727,1.129,26.736,10,1.0
30.0,0.5,61.381,1.023,27.759,10,1.0
31.0,0.517,56.001,0.933,28.692,10,1.0
32.0,0.533,51.394,0.857,29.548,10,1.0
33.0,0.55,47.412,0.79,30.339,10,1.0
34.0,0.567,43.944,0.732,31.071,10,1.0
35.0,0.583,40.901,0.682,31.753,10,1.0
36.0,0.6,38.214,0.637,32.39,10,1.0
37.0,0.617,35.826,0.597,32.987,10,1.0
38.0,0.633,33.694,0.562,33.548,10,1.0
39.0,0.65,31.78,0.53,34.078,10,1.0
40.0,0.667,30.053,0.501,34.579,10,1.0
41.0,0.683,28.49,0.475,35.054,10,1.0
42.0,0.7,27.069,0.451,35.505,10,1.0
43.0,0.717,25.773,0.43,35.934,10,1.0
44.0,0.733,24.586,0.41,36.344,10,1.0
45.0,0.75,23.496,0.392,36.736,10,1.0
46.0,0.767,22.492,0.375,37.111,10,1.0
47.0,0.783,21.564,0.359,37.47,10,1.0
48.0,0.8,20.706,0.345,37.815,10,1.0
49.0,0.817,19.909,0.332,38.147,10,1.0
50.0,0.833,19.167,0.319,38.466,10,1.0
51.0,0.85,18.476,0.308,38.774,10,1.0
52.0,0.867,17.83,0.297,39.071,10,1.0
53.0,0.883,17.226,0.287,39.359,10,1.0
54.0,0.9,16.659,0.278,39.636,10,1.0
55.0,0.917,16.127,0.269,39.905,10,1.0
56.0,0.933,15.626,0.26,40.165,10,1.0
57.0,0.95,15.154,0.253,40.418,10,1.0
58.0,0.967,14.708,0.245,40.663,10,1.0
59.0,0.983,14.287,0.238,40.901,10,1.0
60.0,1.0,13.888,0.231,41.133,10,1.0
