time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,1.978,0.033,0.033,5,6.0
1.0,0.017,1.992,0.033,0.066,5,6.0
2.0,0.033,2.005,0.033,0.1,5,6.0
3.0,0.05,2.019,0.034,0.133,5,6.0
4.0,0.067,2.034,0.034,0.167,5,6.0
5.0,0.083,2.048,0.034,0.201,5,6.0
6.0,0.1,2.063,0.034,0.236,5,6.0
7.0,0.117,2.077,0.035,0.27,5,6.0
8.0,0.133,2.093,0.035,0.305,5,6.0
9.0,0.15,2.108,0.035,0.34,5,6.0
10.0,0.167,2.124,0.035,0.376,5,6.0
11.0,0.183,2.139,0.036,0.411,5,6.0
12.0,0.2,2.155,0.036,0.447,5,6.0
13.0,0.217,2.172,0.036,0.483,5,6.0
14.0,0.233,2.189,0.036,0.52,5,6.0
15.0,0.25,2.205,0.037,0.557,5,6.0
16.0,0.267,2.223,0.037,0.594,5,6.0
17.0,0.283,2.24,0.037,0.631,5,6.0
18.0,0.3,2.258,0.038,0.669,5,6.0
19.0,0.317,2.276,0.038,0.707,5,6.0
20.0,0.333,2.294,0.038,0.745,5,6.0
21.0,0.35,2.313,0.039,0.783,5,6.0
22.0,0.367,2.332,0.039,0.822,5,6.0
23.0,0.383,2.352,0.039,0.861,5,6.0
24.0,0.4,2.371,0.04,0.901,5,6.0
25.0,0.417,2.392,0.04,0.941,5,6.0
26.0,0.433,2.412,0.04,0.981,5,6.0
27.0,0.45,2.433,0.041,1.022,5,6.0
28.0,0.467,2.454,0.041,1.063,5,6.0
29.0,0.483,2.476,0.041,1.104,5,6.0
30.0,0.5,2.498,0.042,1.145,5,6.0
31.0,0.517,2.52,0.042,1.187,5,6.0
32.0,0.533,2.543,0.042,1.23,5,6.0
33.0,0.55,2.567,0.043,1.273,5,6.0
34.0,0.567,2.591,0.043,1.316,5,6.0
35.0,0.583,2.615,0.044,1.359,5,6.0
36.0,0.6,2.64,0.044,1.403,5,6.0
37.0,0.617,2.665,0.044,1.448,5,6.0
38.0,0.633,2.691,0.045,1.493,5,6.0
39.0,0.65,2.718,0.045,1.538,5,6.0
40.0,0.667,2.745,0.046,1.584,5,6.0
41.0,0.683,2.772,0.046,1.63,5,6.0
42.0,0.7,2.8,0.047,1.677,5,6.0
43.0,0.717,2.829,0.047,1.724,5,6.0
44.0,0.733,2.859,0.048,1.771,5,6.0
45.0,0.75,2.889,0.048,1.819,5,6.0
46.0,0.767,2.919,0.049,1.868,5,6.0
47.0,0.783,2.951,0.049,1.917,5,6.0
48.0,0.8,2.983,0.05,1.967,5,6.0
49.0,0.817,3.016,0.05,2.017,5,6.0
50.0,0.833,3.05,0.051,2.068,5,6.0
51.0,0.85,3.084,0.051,2.12,5,6.0
52.0,0.867,3.12,0.052,2.172,5,6.0
53.0,0.883,3.156,0.053,2.224,5,6.0
54.0,0.9,3.193,0.053,2.277,5,6.0
55.0,0.917,3.231,0.054,2.331,5,6.0
56.0,0.933,3.271,0.055,2.386,5,6.0
57.0,0.95,3.311,0.055,2.441,5,6.0
58.0,0.967,3.352,0.056,2.497,5,6.0
59.0,0.983,3.394,0.057,2.553,5,6.0
60.0,1.0,3.438,0.057,2.611,5,6.0
61.0,1.017,3.482,0.058,2.669,5,6.0
62.0,1.033,3.528,0.059,2.727,5,6.0
63.0,1.05,3.575,0.06,2.787,5,6.0
64.0,1.067,3.624,0.06,2.847,5,6.0
65.0,1.083,3.674,0.061,2.909,5,6.0
66.0,1.1,3.725,0.062,2.971,5,6.0
67.0,1.117,3.778,0.063,3.034,5,6.0
68.0,1.133,3.832,0.064,3.098,5,6.0
69.0,1.15,3.888,0.065,3.162,5,6.0
70.0,1.167,3.946,0.066,3.228,5,6.0
71.0,1.183,4.006,0.067,3.295,5,6.0
72.0,1.2,4.068,0.068,3.363,5,6.0
73.0,1.217,4.131,0.069,3.432,5,6.0
74.0,1.233,4.197,0.07,3.502,5,6.0
75.0,1.25,4.265,0.071,3.573,5,6.0
76.0,1.267,4.336,0.072,3.645,5,6.0
77.0,1.283,4.408,0.073,3.718,5,6.0
78.0,1.3,4.484,0.075,3.793,5,6.0
79.0,1.317,4.562,0.076,3.869,5,6.0
80.0,1.333,4.643,0.077,3.947,5,6.0
81.0,1.35,4.727,0.079,4.025,5,6.0
82.0,1.367,4.814,0.08,4.106,5,6.0
83.0,1.383,4.905,0.082,4.187,5,6.0
84.0,1.4,4.999,0.083,4.271,5,6.0
85.0,1.417,5.097,0.085,4.356,5,6.0
86.0,1.433,5.199,0.087,4.442,5,6.0
87.0,1.45,5.306,0.088,4.531,5,6.0
88.0,1.467,5.417,0.09,4.621,5,6.0
89.0,1.483,5.532,0.092,4.713,5,6.0
90.0,1.5,5.653,0.094,4.807,5,6.0
91.0,1.517,5.78,0.096,4.904,5,6.0
92.0,1.533,5.912,0.099,5.002,5,6.0
93.0,1.55,6.051,0.101,5.103,5,6.0
94.0,1.567,6.196,0.103,5.206,5,6.0
95.0,1.583,6.349,0.106,5.312,5,6.0
96.0,1.6,6.51,0.108,5.421,5,6.0
97.0,1.617,6.679,0.111,5.532,5,6.0
98.0,1.633,6.857,0.114,5.646,5,6.0
99.0,1.65,7.045,0.117,5.764,5,6.0
100.0,1.667,7.243,0.121,5.884,5,6.0
101.0,1.683,7.453,0.124,6.009,5,6.0
102.0,1.7,7.676,0.128,6.137,5,6.0
103.0,1.717,7.912,0.132,6.268,5,6.0
104.0,1.733,8.163,0.136,6.404,5,6.0
105.0,1.75,8.431,0.141,6.545,5,6.0
106.0,1.767,8.716,0.145,6.69,5,6.0
107.0,1.783,9.021,0.15,6.841,5,6.0
108.0,1.8,9.348,0.156,6.996,5,6.0
