time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,2.304,0.038,0.038,10,6.0
1.0,0.017,2.32,0.039,0.077,10,6.0
2.0,0.033,2.336,0.039,0.116,10,6.0
3.0,0.05,2.352,0.039,0.155,10,6.0
4.0,0.067,2.369,0.039,0.195,10,6.0
5.0,0.083,2.385,0.04,0.234,10,6.0
6.0,0.1,2.402,0.04,0.274,10,6.0
7.0,0.117,2.42,0.04,0.315,10,6.0
8.0,0.133,2.437,0.041,0.355,10,6.0
9.0,0.15,2.455,0.041,0.396,10,6.0
10.0,0.167,2.473,0.041,0.438,10,6.0
11.0,0.183,2.492,0.042,0.479,10,6.0
12.0,0.2,2.511,0.042,0.521,10,6.0
13.0,0.217,2.53,0.042,0.563,10,6.0
14.0,0.233,2.549,0.042,0.606,10,6.0
15.0,0.25,2.569,0.043,0.648,10,6.0
16.0,0.267,2.589,0.043,0.692,10,6.0
17.0,0.283,2.609,0.043,0.735,10,6.0
18.0,0.3,2.63,0.044,0.779,10,6.0
19.0,0.317,2.651,0.044,0.823,10,6.0
20.0,0.333,2.672,0.045,0.868,10,6.0
21.0,0.35,2.694,0.045,0.912,10,6.0
22.0,0.367,2.716,0.045,0.958,10,6.0
23.0,0.383,2.739,0.046,1.003,10,6.0
24.0,0.4,2.762,0.046,1.049,10,6.0
25.0,0.417,2.786,0.046,1.096,10,6.0
26.0,0.433,2.809,0.047,1.143,10,6.0
27.0,0.45,2.834,0.047,1.19,10,6.0
28.0,0.467,2.858,0.048,1.238,10,6.0
29.0,0.483,2.884,0.048,1.286,10,6.0
30.0,0.5,2.909,0.048,1.334,10,6.0
31.0,0.517,2.936,0.049,1.383,10,6.0
32.0,0.533,2.962,0.049,1.432,10,6.0
33.0,0.55,2.99,0.05,1.482,10,6.0
34.0,0.567,3.017,0.05,1.533,10,6.0
35.0,0.583,3.046,0.051,1.583,10,6.0
36.0,0.6,3.075,0.051,1.635,10,6.0
37.0,0.617,3.104,0.052,1.686,10,6.0
38.0,0.633,3.135,0.052,1.739,10,6.0
39.0,0.65,3.165,0.053,1.791,10,6.0
40.0,0.667,3.197,0.053,1.845,10,6.0
41.0,0.683,3.229,0.054,1.898,10,6.0
42.0,0.7,3.262,0.054,1.953,10,6.0
43.0,0.717,3.295,0.055,2.008,10,6.0
44.0,0.733,3.329,0.055,2.063,10,6.0
45.0,0.75,3.365,0.056,2.119,10,6.0
46.0,0.767,3.4,0.057,2.176,10,6.0
47.0,0.783,3.437,0.057,2.233,10,6.0
48.0,0.8,3.475,0.058,2.291,10,6.0
49.0,0.817,3.513,0.059,2.35,10,6.0
50.0,0.833,3.552,0.059,2.409,10,6.0
51.0,0.85,3.593,0.06,2.469,10,6.0
52.0,0.867,3.634,0.061,2.529,10,6.0
53.0,0.883,3.676,0.061,2.591,10,6.0
54.0,0.9,3.719,0.062,2.653,10,6.0
55.0,0.917,3.764,0.063,2.715,10,6.0
56.0,0.933,3.809,0.063,2.779,10,6.0
57.0,0.95,3.856,0.064,2.843,10,6.0
58.0,0.967,3.904,0.065,2.908,10,6.0
59.0,0.983,3.953,0.066,2.974,10,6.0
60.0,1.0,4.004,0.067,3.041,10,6.0
61.0,1.017,4.056,0.068,3.108,10,6.0
62.0,1.033,4.109,0.068,3.177,10,6.0
63.0,1.05,4.164,0.069,3.246,10,6.0
64.0,1.067,4.221,0.07,3.317,10,6.0
65.0,1.083,4.279,0.071,3.388,10,6.0
66.0,1.1,4.338,0.072,3.46,10,6.0
67.0,1.117,4.4,0.073,3.533,10,6.0
68.0,1.133,4.464,0.074,3.608,10,6.0
69.0,1.15,4.529,0.075,3.683,10,6.0
70.0,1.167,4.596,0.077,3.76,10,6.0
71.0,1.183,4.666,0.078,3.838,10,6.0
72.0,1.2,4.738,0.079,3.917,10,6.0
73.0,1.217,4.812,0.08,3.997,10,6.0
74.0,1.233,4.889,0.081,4.078,10,6.0
75.0,1.25,4.968,0.083,4.161,10,6.0
76.0,1.267,5.05,0.084,4.245,10,6.0
77.0,1.283,5.135,0.086,4.331,10,6.0
78.0,1.3,5.222,0.087,4.418,10,6.0
79.0,1.317,5.313,0.089,4.507,10,6.0
80.0,1.333,5.408,0.09,4.597,10,6.0
81.0,1.35,5.506,0.092,4.688,10,6.0
82.0,1.367,5.607,0.093,4.782,10,6.0
83.0,1.383,5.713,0.095,4.877,10,6.0
84.0,1.4,5.823,0.097,4.974,10,6.0
85.0,1.417,5.937,0.099,5.073,10,6.0
86.0,1.433,6.056,0.101,5.174,10,6.0
87.0,1.45,6.18,0.103,5.277,10,6.0
88.0,1.467,6.309,0.105,5.382,10,6.0
89.0,1.483,6.444,0.107,5.49,10,6.0
