time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,9.635,0.161,0.161,50,2.0
1.0,0.017,9.857,0.164,0.325,50,2.0
2.0,0.033,10.089,0.168,0.493,50,2.0
3.0,0.05,10.333,0.172,0.665,50,2.0
4.0,0.067,10.589,0.176,0.842,50,2.0
5.0,0.083,10.858,0.181,1.023,50,2.0
6.0,0.1,11.142,0.186,1.208,50,2.0
7.0,0.117,11.44,0.191,1.399,50,2.0
8.0,0.133,11.756,0.196,1.595,50,2.0
9.0,0.15,12.089,0.201,1.796,50,2.0
10.0,0.167,12.441,0.207,2.004,50,2.0
11.0,0.183,12.815,0.214,2.217,50,2.0
12.0,0.2,13.212,0.22,2.438,50,2.0
13.0,0.217,13.634,0.227,2.665,50,2.0
14.0,0.233,14.084,0.235,2.9,50,2.0
15.0,0.25,14.564,0.243,3.142,50,2.0
16.0,0.267,15.077,0.251,3.394,50,2.0
17.0,0.283,15.627,0.26,3.654,50,2.0
18.0,0.3,16.218,0.27,3.924,50,2.0
19.0,0.317,16.855,0.281,4.205,50,2.0
20.0,0.333,17.542,0.292,4.498,50,2.0
21.0,0.35,18.285,0.305,4.802,50,2.0
22.0,0.367,19.092,0.318,5.121,50,2.0
23.0,0.383,19.971,0.333,5.453,50,2.0
24.0,0.4,20.931,0.349,5.802,50,2.0
25.0,0.417,21.984,0.366,6.169,50,2.0
26.0,0.433,23.142,0.386,6.554,50,2.0
27.0,0.45,24.422,0.407,6.961,50,2.0
28.0,0.467,25.844,0.431,7.392,50,2.0
29.0,0.483,27.429,0.457,7.849,50,2.0
30.0,0.5,29.208,0.487,8.336,50,2.0
31.0,0.517,31.215,0.52,8.856,50,2.0
32.0,0.533,33.494,0.558,9.415,50,2.0
33.0,0.55,36.1,0.602,10.016,50,2.0
34.0,0.567,39.105,0.652,10.668,50,2.0
35.0,0.583,42.602,0.71,11.378,50,2.0
36.0,0.6,46.71,0.779,12.157,50,2.0
37.0,0.617,51.594,0.86,13.016,50,2.0
38.0,0.633,57.475,0.958,13.974,50,2.0
39.0,0.65,64.666,1.078,15.052,50,2.0
40.0,0.667,73.615,1.227,16.279,50,2.0
41.0,0.683,84.988,1.416,17.696,50,2.0
42.0,0.7,99.809,1.663,19.359,50,2.0
43.0,0.717,119.727,1.995,21.354,50,2.0
44.0,0.733,147.546,2.459,23.814,50,2.0
45.0,0.75,188.382,3.14,26.953,50,2.0
46.0,0.767,207.665,3.461,30.414,50,2.0
47.0,0.783,176.164,2.936,33.35,50,2.0
48.0,0.8,151.936,2.532,35.883,50,2.0
49.0,0.817,132.851,2.214,38.097,50,2.0
50.0,0.833,117.511,1.959,40.055,50,2.0
51.0,0.85,104.97,1.75,41.805,50,2.0
52.0,0.867,94.567,1.576,43.381,50,2.0
53.0,0.883,85.827,1.43,44.811,50,2.0
54.0,0.9,78.4,1.307,46.118,50,2.0
55.0,0.917,72.029,1.2,47.319,50,2.0
56.0,0.933,66.513,1.109,48.427,50,2.0
57.0,0.95,61.702,1.028,49.456,50,2.0
58.0,0.967,57.475,0.958,50.413,50,2.0
59.0,0.983,53.737,0.896,51.309,50,2.0
60.0,1.0,50.413,0.84,52.149,50,2.0
61.0,1.017,47.44,0.791,52.94,50,2.0
62.0,1.033,44.77,0.746,53.686,50,2.0
63.0,1.05,42.359,0.706,54.392,50,2.0
64.0,1.067,40.174,0.67,55.062,50,2.0
65.0,1.083,38.187,0.636,55.698,50,2.0
66.0,1.1,36.372,0.606,56.304,50,2.0
67.0,1.117,34.71,0.578,56.883,50,2.0
68.0,1.133,33.182,0.553,57.436,50,2.0
69.0,1.15,31.775,0.53,57.965,50,2.0
70.0,1.167,30.474,0.508,58.473,50,2.0
71.0,1.183,29.269,0.488,58.961,50,2.0
72.0,1.2,28.15,0.469,59.43,50,2.0
73.0,1.217,27.109,0.452,59.882,50,2.0
74.0,1.233,26.137,0.436,60.318,50,2.0
75.0,1.25,25.229,0.42,60.738,50,2.0
76.0,1.267,24.379,0.406,61.145,50,2.0
77.0,1.283,23.582,0.393,61.538,50,2.0
78.0,1.3,22.832,0.381,61.918,50,2.0
79.0,1.317,22.127,0.369,62.287,50,2.0
80.0,1.333,21.462,0.358,62.645,50,2.0
81.0,1.35,20.834,0.347,62.992,50,2.0
82.0,1.367,20.241,0.337,63.329,50,2.0
83.0,1.383,19.679,0.328,63.657,50,2.0
84.0,1.4,19.147,0.319,63.976,50,2.0
85.0,1.417,18.641,0.311,64.287,50,2.0
86.0,1.433,18.161,0.303,64.59,50,2.0
87.0,1.45,17.704,0.295,64.885,50,2.0
88.0,1.467,17.269,0.288,65.173,50,2.0
89.0,1.483,16.855,0.281,65.453,50,2.0
90.0,1.5,16.459,0.274,65.728,50,2.0
91.0,1.517,16.081,0.268,65.996,50,2.0
92.0,1.533,15.72,0.262,66.258,50,2.0
93.0,1.55,15.374,0.256,66.514,50,2.0
94.0,1.567,15.043,0.251,66.765,50,2.0
95.0,1.583,14.726,0.245,67.01,50,2.0
96.0,1.6,14.421,0.24,67.25,50,2.0
97.0,1.617,14.129,0.235,67.486,50,2.0
98.0,1.633,13.848,0.231,67.717,50,2.0
99.0,1.65,13.578,0.226,67.943,50,2.0
100.0,1.667,13.319,0.222,68.165,50,2.0
101.0,1.683,13.069,0.218,68.383,50,2.0
102.0,1.7,12.828,0.214,68.597,50,2.0
103.0,1.717,12.596,0.21,68.807,50,2.0
104.0,1.733,12.372,0.206,69.013,50,2.0
105.0,1.75,12.156,0.203,69.215,50,2.0
106.0,1.767,11.947,0.199,69.414,50,2.0
107.0,1.783,11.745,0.196,69.61,50,2.0
108.0,1.8,11.55,0.193,69.803,50,2.0
109.0,1.817,11.362,0.189,69.992,50,2.0
110.0,1.833,11.179,0.186,70.178,50,2.0
111.0,1.85,11.003,0.183,70.362,50,2.0
112.0,1.867,10.832,0.181,70.542,50,2.0
113.0,1.883,10.666,0.178,70.72,50,2.0
114.0,1.9,10.505,0.175,70.895,50,2.0
115.0,1.917,10.349,0.172,71.068,50,2.0
116.0,1.933,10.198,0.17,71.238,50,2.0
117.0,1.95,10.051,0.168,71.405,50,2.0
118.0,1.967,9.909,0.165,71.57,50,2.0
119.0,1.983,9.77,0.163,71.733,50,2.0
120.0,2.0,9.635,0.161,71.894,50,2.0
