time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,6.762,0.113,0.113,10,2.0
1.0,0.017,6.918,0.115,0.228,10,2.0
2.0,0.033,7.081,0.118,0.346,10,2.0
3.0,0.05,7.252,0.121,0.467,10,2.0
4.0,0.067,7.432,0.124,0.591,10,2.0
5.0,0.083,7.621,0.127,0.718,10,2.0
6.0,0.1,7.82,0.13,0.848,10,2.0
7.0,0.117,8.029,0.134,0.982,10,2.0
8.0,0.133,8.25,0.138,1.119,10,2.0
9.0,0.15,8.484,0.141,1.261,10,2.0
10.0,0.167,8.732,0.146,1.406,10,2.0
11.0,0.183,8.994,0.15,1.556,10,2.0
12.0,0.2,9.273,0.155,1.711,10,2.0
13.0,0.217,9.569,0.159,1.87,10,2.0
14.0,0.233,9.884,0.165,2.035,10,2.0
15.0,0.25,10.221,0.17,2.205,10,2.0
16.0,0.267,10.581,0.176,2.382,10,2.0
17.0,0.283,10.968,0.183,2.565,10,2.0
18.0,0.3,11.382,0.19,2.754,10,2.0
19.0,0.317,11.829,0.197,2.951,10,2.0
20.0,0.333,12.311,0.205,3.157,10,2.0
21.0,0.35,12.833,0.214,3.37,10,2.0
22.0,0.367,13.399,0.223,3.594,10,2.0
23.0,0.383,14.016,0.234,3.827,10,2.0
24.0,0.4,14.69,0.245,4.072,10,2.0
25.0,0.417,15.429,0.257,4.329,10,2.0
26.0,0.433,16.242,0.271,4.6,10,2.0
27.0,0.45,17.14,0.286,4.886,10,2.0
28.0,0.467,18.138,0.302,5.188,10,2.0
29.0,0.483,19.251,0.321,5.509,10,2.0
30.0,0.5,20.499,0.342,5.85,10,2.0
31.0,0.517,21.907,0.365,6.216,10,2.0
32.0,0.533,23.507,0.392,6.607,10,2.0
33.0,0.55,25.336,0.422,7.03,10,2.0
34.0,0.567,27.445,0.457,7.487,10,2.0
35.0,0.583,29.899,0.498,7.985,10,2.0
36.0,0.6,32.782,0.546,8.532,10,2.0
37.0,0.617,36.209,0.603,9.135,10,2.0
38.0,0.633,40.337,0.672,9.808,10,2.0
39.0,0.65,45.384,0.756,10.564,10,2.0
40.0,0.667,51.665,0.861,11.425,10,2.0
41.0,0.683,59.646,0.994,12.419,10,2.0
42.0,0.7,70.048,1.167,13.587,10,2.0
43.0,0.717,84.027,1.4,14.987,10,2.0
44.0,0.733,103.551,1.726,16.713,10,2.0
45.0,0.75,132.211,2.204,18.916,10,2.0
46.0,0.767,145.744,2.429,21.345,10,2.0
47.0,0.783,123.636,2.061,23.406,10,2.0
48.0,0.8,106.632,1.777,25.183,10,2.0
49.0,0.817,93.237,1.554,26.737,10,2.0
50.0,0.833,82.472,1.375,28.112,10,2.0
51.0,0.85,73.671,1.228,29.34,10,2.0
52.0,0.867,66.369,1.106,30.446,10,2.0
53.0,0.883,60.235,1.004,31.45,10,2.0
54.0,0.9,55.023,0.917,32.367,10,2.0
55.0,0.917,50.551,0.843,33.209,10,2.0
56.0,0.933,46.681,0.778,33.987,10,2.0
57.0,0.95,43.304,0.722,34.709,10,2.0
58.0,0.967,40.337,0.672,35.381,10,2.0
59.0,0.983,37.714,0.629,36.01,10,2.0
60.0,1.0,35.381,0.59,36.599,10,2.0
61.0,1.017,33.295,0.555,37.154,10,2.0
62.0,1.033,31.42,0.524,37.678,10,2.0
63.0,1.05,29.728,0.495,38.174,10,2.0
64.0,1.067,28.195,0.47,38.643,10,2.0
65.0,1.083,26.8,0.447,39.09,10,2.0
66.0,1.1,25.527,0.425,39.516,10,2.0
67.0,1.117,24.36,0.406,39.922,10,2.0
68.0,1.133,23.288,0.388,40.31,10,2.0
69.0,1.15,22.3,0.372,40.681,10,2.0
70.0,1.167,21.387,0.356,41.038,10,2.0
71.0,1.183,20.542,0.342,41.38,10,2.0
72.0,1.2,19.756,0.329,41.709,10,2.0
73.0,1.217,19.025,0.317,42.027,10,2.0
74.0,1.233,18.344,0.306,42.332,10,2.0
75.0,1.25,17.706,0.295,42.627,10,2.0
76.0,1.267,17.11,0.285,42.913,10,2.0
77.0,1.283,16.55,0.276,43.188,10,2.0
78.0,1.3,16.024,0.267,43.455,10,2.0
79.0,1.317,15.529,0.259,43.714,10,2.0
80.0,1.333,15.063,0.251,43.965,10,2.0
81.0,1.35,14.622,0.244,44.209,10,2.0
82.0,1.367,14.206,0.237,44.446,10,2.0
83.0,1.383,13.811,0.23,44.676,10,2.0
84.0,1.4,13.438,0.224,44.9,10,2.0
85.0,1.417,13.083,0.218,45.118,10,2.0
86.0,1.433,12.746,0.212,45.33,10,2.0
87.0,1.45,12.425,0.207,45.537,10,2.0
88.0,1.467,12.12,0.202,45.739,10,2.0
89.0,1.483,11.829,0.197,45.937,10,2.0
90.0,1.5,11.551,0.193,46.129,10,2.0
91.0,1.517,11.286,0.188,46.317,10,2.0
92.0,1.533,11.032,0.184,46.501,10,2.0
93.0,1.55,10.79,0.18,46.681,10,2.0
94.0,1.567,10.557,0.176,46.857,10,2.0
95.0,1.583,10.335,0.172,47.029,10,2.0
96.0,1.6,10.121,0.169,47.198,10,2.0
97.0,1.617,9.916,0.165,47.363,10,2.0
98.0,1.633,9.719,0.162,47.525,10,2.0
99.0,1.65,9.529,0.159,47.684,10,2.0
100.0,1.667,9.347,0.156,47.84,10,2.0
101.0,1.683,9.172,0.153,47.993,10,2.0
102.0,1.7,9.003,0.15,48.143,10,2.0
103.0,1.717,8.84,0.147,48.29,10,2.0
104.0,1.733,8.683,0.145,48.435,10,2.0
105.0,1.75,8.531,0.142,48.577,10,2.0
106.0,1.767,8.385,0.14,48.717,10,2.0
107.0,1.783,8.243,0.137,48.854,10,2.0
108.0,1.8,8.106,0.135,48.989,10,2.0
109.0,1.817,7.974,0.133,49.122,10,2.0
110.0,1.833,7.846,0.131,49.253,10,2.0
111.0,1.85,7.722,0.129,49.381,10,2.0
112.0,1.867,7.602,0.127,49.508,10,2.0
113.0,1.883,7.486,0.125,49.633,10,2.0
114.0,1.9,7.373,0.123,49.756,10,2.0
115.0,1.917,7.263,0.121,49.877,10,2.0
116.0,1.933,7.157,0.119,49.996,10,2.0
117.0,1.95,7.054,0.118,50.114,10,2.0
118.0,1.967,6.954,0.116,50.23,10,2.0
119.0,1.983,6.857,0.114,50.344,10,2.0
120.0,2.0,6.762,0.113,50.457,10,2.0
