time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,1.117,0.019,0.019,100,24.0
1.0,0.017,1.119,0.019,0.037,100,24.0
2.0,0.033,1.12,0.019,0.056,100,24.0
3.0,0.05,1.122,0.019,0.075,100,24.0
4.0,0.067,1.124,0.019,0.093,100,24.0
5.0,0.083,1.126,0.019,0.112,100,24.0
6.0,0.1,1.127,0.019,0.131,100,24.0
7.0,0.117,1.129,0.019,0.15,100,24.0
8.0,0.133,1.131,0.019,0.169,100,24.0
9.0,0.15,1.133,0.019,0.187,100,24.0
10.0,0.167,1.135,0.019,0.206,100,24.0
11.0,0.183,1.136,0.019,0.225,100,24.0
12.0,0.2,1.138,0.019,0.244,100,24.0
13.0,0.217,1.14,0.019,0.263,100,24.0
14.0,0.233,1.142,0.019,0.282,100,24.0
15.0,0.25,1.144,0.019,0.301,100,24.0
16.0,0.267,1.146,0.019,0.32,100,24.0
17.0,0.283,1.147,0.019,0.34,100,24.0
18.0,0.3,1.149,0.019,0.359,100,24.0
19.0,0.317,1.151,0.019,0.378,100,24.0
20.0,0.333,1.153,0.019,0.397,100,24.0
21.0,0.35,1.155,0.019,0.416,100,24.0
22.0,0.367,1.157,0.019,0.436,100,24.0
23.0,0.383,1.159,0.019,0.455,100,24.0
24.0,0.4,1.161,0.019,0.474,100,24.0
25.0,0.417,1.162,0.019,0.494,100,24.0
26.0,0.433,1.164,0.019,0.513,100,24.0
27.0,0.45,1.166,0.019,0.533,100,24.0
28.0,0.467,1.168,0.019,0.552,100,24.0
29.0,0.483,1.17,0.02,0.572,100,24.0
30.0,0.5,1.172,0.02,0.591,100,24.0
31.0,0.517,1.174,0.02,0.611,100,24.0
32.0,0.533,1.176,0.02,0.63,100,24.0
33.0,0.55,1.178,0.02,0.65,100,24.0
34.0,0.567,1.18,0.02,0.67,100,24.0
35.0,0.583,1.182,0.02,0.689,100,24.0
36.0,0.6,1.184,0.02,0.709,100,24.0
