time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,4.746,0.079,0.079,2,2.0
1.0,0.017,4.855,0.081,0.16,2,2.0
2.0,0.033,4.97,0.083,0.243,2,2.0
3.0,0.05,5.09,0.085,0.328,2,2.0
4.0,0.067,5.216,0.087,0.415,2,2.0
5.0,0.083,5.348,0.089,0.504,2,2.0
6.0,0.1,5.488,0.091,0.595,2,2.0
7.0,0.117,5.635,0.094,0.689,2,2.0
8.0,0.133,5.79,0.097,0.786,2,2.0
9.0,0.15,5.954,0.099,0.885,2,2.0
10.0,0.167,6.128,0.102,0.987,2,2.0
11.0,0.183,6.312,0.105,1.092,2,2.0
12.0,0.2,6.508,0.108,1.201,2,2.0
13.0,0.217,6.716,0.112,1.313,2,2.0
14.0,0.233,6.937,0.116,1.428,2,2.0
15.0,0.25,7.173,0.12,1.548,2,2.0
16.0,0.267,7.426,0.124,1.672,2,2.0
17.0,0.283,7.697,0.128,1.8,2,2.0
18.0,0.3,7.988,0.133,1.933,2,2.0
19.0,0.317,8.302,0.138,2.071,2,2.0
20.0,0.333,8.64,0.144,2.215,2,2.0
21.0,0.35,9.006,0.15,2.365,2,2.0
22.0,0.367,9.404,0.157,2.522,2,2.0
23.0,0.383,9.837,0.164,2.686,2,2.0
24.0,0.4,10.31,0.172,2.858,2,2.0
25.0,0.417,10.828,0.18,3.038,2,2.0
26.0,0.433,11.399,0.19,3.228,2,2.0
27.0,0.45,12.029,0.2,3.429,2,2.0
28.0,0.467,12.729,0.212,3.641,2,2.0
29.0,0.483,13.51,0.225,3.866,2,2.0
30.0,0.5,14.387,0.24,4.106,2,2.0
31.0,0.517,15.375,0.256,4.362,2,2.0
32.0,0.533,16.497,0.275,4.637,2,2.0
33.0,0.55,17.781,0.296,4.934,2,2.0
34.0,0.567,19.262,0.321,5.255,2,2.0
35.0,0.583,20.984,0.35,5.604,2,2.0
36.0,0.6,23.007,0.383,5.988,2,2.0
37.0,0.617,25.413,0.424,6.411,2,2.0
38.0,0.633,28.309,0.472,6.883,2,2.0
39.0,0.65,31.851,0.531,7.414,2,2.0
40.0,0.667,36.259,0.604,8.018,2,2.0
41.0,0.683,41.861,0.698,8.716,2,2.0
42.0,0.7,49.161,0.819,9.535,2,2.0
43.0,0.717,58.972,0.983,10.518,2,2.0
44.0,0.733,72.674,1.211,11.729,2,2.0
45.0,0.75,92.788,1.546,13.276,2,2.0
46.0,0.767,102.286,1.705,14.981,2,2.0
47.0,0.783,86.77,1.446,16.427,2,2.0
48.0,0.8,74.837,1.247,17.674,2,2.0
49.0,0.817,65.436,1.091,18.765,2,2.0
50.0,0.833,57.88,0.965,19.729,2,2.0
51.0,0.85,51.704,0.862,20.591,2,2.0
52.0,0.867,46.579,0.776,21.367,2,2.0
53.0,0.883,42.274,0.705,22.072,2,2.0
54.0,0.9,38.616,0.644,22.716,2,2.0
55.0,0.917,35.478,0.591,23.307,2,2.0
56.0,0.933,32.761,0.546,23.853,2,2.0
57.0,0.95,30.392,0.507,24.359,2,2.0
58.0,0.967,28.309,0.472,24.831,2,2.0
59.0,0.983,26.468,0.441,25.272,2,2.0
60.0,1.0,24.831,0.414,25.686,2,2.0
61.0,1.017,23.367,0.389,26.076,2,2.0
62.0,1.033,22.051,0.368,26.443,2,2.0
63.0,1.05,20.864,0.348,26.791,2,2.0
64.0,1.067,19.788,0.33,27.121,2,2.0
65.0,1.083,18.809,0.313,27.434,2,2.0
66.0,1.1,17.915,0.299,27.733,2,2.0
67.0,1.117,17.097,0.285,28.018,2,2.0
68.0,1.133,16.344,0.272,28.29,2,2.0
69.0,1.15,15.651,0.261,28.551,2,2.0
70.0,1.167,15.01,0.25,28.801,2,2.0
71.0,1.183,14.417,0.24,29.041,2,2.0
72.0,1.2,13.865,0.231,29.273,2,2.0
73.0,1.217,13.352,0.223,29.495,2,2.0
74.0,1.233,12.874,0.215,29.71,2,2.0
75.0,1.25,12.427,0.207,29.917,2,2.0
76.0,1.267,12.008,0.2,30.117,2,2.0
77.0,1.283,11.615,0.194,30.311,2,2.0
78.0,1.3,11.246,0.187,30.498,2,2.0
79.0,1.317,10.899,0.182,30.68,2,2.0
80.0,1.333,10.571,0.176,30.856,2,2.0
81.0,1.35,10.262,0.171,31.027,2,2.0
82.0,1.367,9.97,0.166,31.193,2,2.0
83.0,1.383,9.693,0.162,31.355,2,2.0
84.0,1.4,9.431,0.157,31.512,2,2.0
85.0,1.417,9.182,0.153,31.665,2,2.0
86.0,1.433,8.945,0.149,31.814,2,2.0
87.0,1.45,8.72,0.145,31.959,2,2.0
88.0,1.467,8.506,0.142,32.101,2,2.0
89.0,1.483,8.302,0.138,32.239,2,2.0
90.0,1.5,8.107,0.135,32.374,2,2.0
91.0,1.517,7.921,0.132,32.506,2,2.0
92.0,1.533,7.743,0.129,32.635,2,2.0
93.0,1.55,7.573,0.126,32.762,2,2.0
94.0,1.567,7.409,0.123,32.885,2,2.0
95.0,1.583,7.253,0.121,33.006,2,2.0
96.0,1.6,7.103,0.118,33.124,2,2.0
97.0,1.617,6.959,0.116,33.24,2,2.0
98.0,1.633,6.821,0.114,33.354,2,2.0
99.0,1.65,6.688,0.111,33.466,2,2.0
100.0,1.667,6.56,0.109,33.575,2,2.0
101.0,1.683,6.437,0.107,33.682,2,2.0
102.0,1.7,6.318,0.105,33.788,2,2.0
103.0,1.717,6.204,0.103,33.891,2,2.0
104.0,1.733,6.094,0.102,33.992,2,2.0
105.0,1.75,5.987,0.1,34.092,2,2.0
106.0,1.767,5.884,0.098,34.19,2,2.0
107.0,1.783,5.785,0.096,34.287,2,2.0
108.0,1.8,5.689,0.095,34.382,2,2.0
109.0,1.817,5.596,0.093,34.475,2,2.0
110.0,1.833,5.506,0.092,34.567,2,2.0
111.0,1.85,5.419,0.09,34.657,2,2.0
112.0,1.867,5.335,0.089,34.746,2,2.0
113.0,1.883,5.254,0.088,34.833,2,2.0
114.0,1.9,5.174,0.086,34.92,2,2.0
115.0,1.917,5.098,0.085,35.005,2,2.0
116.0,1.933,5.023,0.084,35.088,2,2.0
117.0,1.95,4.951,0.083,35.171,2,2.0
118.0,1.967,4.88,0.081,35.252,2,2.0
119.0,1.983,4.812,0.08,35.332,2,2.0
120.0,2.0,4.746,0.079,35.411,2,2.0
