time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,11.924,0.199,0.199,5,1.0
1.0,0.017,12.492,0.208,0.407,5,1.0
2.0,0.033,13.115,0.219,0.626,5,1.0
3.0,0.05,13.799,0.23,0.856,5,1.0
4.0,0.067,14.555,0.243,1.098,5,1.0
5.0,0.083,15.394,0.257,1.355,5,1.0
6.0,0.1,16.328,0.272,1.627,5,1.0
7.0,0.117,17.375,0.29,1.916,5,1.0
8.0,0.133,18.555,0.309,2.226,5,1.0
9.0,0.15,19.893,0.332,2.557,5,1.0
10.0,0.167,21.421,0.357,2.914,5,1.0
11.0,0.183,23.18,0.386,3.301,5,1.0
12.0,0.2,25.222,0.42,3.721,5,1.0
13.0,0.217,27.617,0.46,4.181,5,1.0
14.0,0.233,30.456,0.508,4.689,5,1.0
15.0,0.25,33.867,0.564,5.253,5,1.0
16.0,0.267,38.024,0.634,5.887,5,1.0
17.0,0.283,43.177,0.72,6.607,5,1.0
18.0,0.3,49.697,0.828,7.435,5,1.0
19.0,0.317,58.148,0.969,8.404,5,1.0
20.0,0.333,69.429,1.157,9.561,5,1.0
21.0,0.35,85.053,1.418,10.979,5,1.0
22.0,0.367,107.735,1.796,12.774,5,1.0
23.0,0.383,129.614,2.16,14.935,5,1.0
24.0,0.4,109.543,1.826,16.76,5,1.0
25.0,0.417,94.189,1.57,18.33,5,1.0
26.0,0.433,82.148,1.369,19.699,5,1.0
27.0,0.45,72.506,1.208,20.908,5,1.0
28.0,0.467,64.648,1.077,21.985,5,1.0
29.0,0.483,58.148,0.969,22.954,5,1.0
30.0,0.5,52.7,0.878,23.833,5,1.0
31.0,0.517,48.081,0.801,24.634,5,1.0
32.0,0.533,44.125,0.735,25.369,5,1.0
33.0,0.55,40.706,0.678,26.048,5,1.0
34.0,0.567,37.729,0.629,26.677,5,1.0
35.0,0.583,35.116,0.585,27.262,5,1.0
36.0,0.6,32.809,0.547,27.809,5,1.0
37.0,0.617,30.759,0.513,28.321,5,1.0
38.0,0.633,28.928,0.482,28.803,5,1.0
39.0,0.65,27.285,0.455,29.258,5,1.0
40.0,0.667,25.803,0.43,29.688,5,1.0
41.0,0.683,24.461,0.408,30.096,5,1.0
42.0,0.7,23.241,0.387,30.483,5,1.0
43.0,0.717,22.127,0.369,30.852,5,1.0
44.0,0.733,21.108,0.352,31.204,5,1.0
45.0,0.75,20.172,0.336,31.54,5,1.0
46.0,0.767,19.31,0.322,31.862,5,1.0
47.0,0.783,18.514,0.309,32.17,5,1.0
48.0,0.8,17.777,0.296,32.467,5,1.0
49.0,0.817,17.093,0.285,32.752,5,1.0
50.0,0.833,16.456,0.274,33.026,5,1.0
51.0,0.85,15.863,0.264,33.29,5,1.0
52.0,0.867,15.309,0.255,33.545,5,1.0
53.0,0.883,14.79,0.246,33.792,5,1.0
54.0,0.9,14.303,0.238,34.03,5,1.0
55.0,0.917,13.846,0.231,34.261,5,1.0
56.0,0.933,13.416,0.224,34.485,5,1.0
57.0,0.95,13.01,0.217,34.702,5,1.0
58.0,0.967,12.628,0.21,34.912,5,1.0
59.0,0.983,12.266,0.204,35.116,5,1.0
60.0,1.0,11.924,0.199,35.315,5,1.0
