time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,0.673,0.011,0.011,10,24.0
1.0,0.017,0.674,0.011,0.022,10,24.0
2.0,0.033,0.675,0.011,0.034,10,24.0
3.0,0.05,0.676,0.011,0.045,10,24.0
4.0,0.067,0.677,0.011,0.056,10,24.0
5.0,0.083,0.678,0.011,0.068,10,24.0
6.0,0.1,0.679,0.011,0.079,10,24.0
7.0,0.117,0.68,0.011,0.09,10,24.0
8.0,0.133,0.681,0.011,0.102,10,24.0
9.0,0.15,0.683,0.011,0.113,10,24.0
10.0,0.167,0.684,0.011,0.124,10,24.0
11.0,0.183,0.685,0.011,0.136,10,24.0
12.0,0.2,0.686,0.011,0.147,10,24.0
13.0,0.217,0.687,0.011,0.159,10,24.0
14.0,0.233,0.688,0.011,0.17,10,24.0
15.0,0.25,0.689,0.011,0.182,10,24.0
16.0,0.267,0.69,0.012,0.193,10,24.0
17.0,0.283,0.691,0.012,0.205,10,24.0
18.0,0.3,0.692,0.012,0.216,10,24.0
19.0,0.317,0.694,0.012,0.228,10,24.0
20.0,0.333,0.695,0.012,0.239,10,24.0
21.0,0.35,0.696,0.012,0.251,10,24.0
22.0,0.367,0.697,0.012,0.263,10,24.0
23.0,0.383,0.698,0.012,0.274,10,24.0
24.0,0.4,0.699,0.012,0.286,10,24.0
25.0,0.417,0.7,0.012,0.297,10,24.0
26.0,0.433,0.702,0.012,0.309,10,24.0
27.0,0.45,0.703,0.012,0.321,10,24.0
28.0,0.467,0.704,0.012,0.333,10,24.0
29.0,0.483,0.705,0.012,0.344,10,24.0
30.0,0.5,0.706,0.012,0.356,10,24.0
31.0,0.517,0.707,0.012,0.368,10,24.0
32.0,0.533,0.709,0.012,0.38,10,24.0
33.0,0.55,0.71,0.012,0.392,10,24.0
34.0,0.567,0.711,0.012,0.403,10,24.0
35.0,0.583,0.712,0.012,0.415,10,24.0
36.0,0.6,0.713,0.012,0.427,10,24.0
37.0,0.617,0.715,0.012,0.439,10,24.0
38.0,0.633,0.716,0.012,0.451,10,24.0
39.0,0.65,0.717,0.012,0.463,10,24.0
40.0,0.667,0.718,0.012,0.475,10,24.0
41.0,0.683,0.719,0.012,0.487,10,24.0
42.0,0.7,0.721,0.012,0.499,10,24.0
43.0,0.717,0.722,0.012,0.511,10,24.0
44.0,0.733,0.723,0.012,0.523,10,24.0
45.0,0.75,0.724,0.012,0.535,10,24.0
46.0,0.767,0.726,0.012,0.547,10,24.0
47.0,0.783,0.727,0.012,0.559,10,24.0
48.0,0.8,0.728,0.012,0.571,10,24.0
49.0,0.817,0.729,0.012,0.584,10,24.0
50.0,0.833,0.731,0.012,0.596,10,24.0
51.0,0.85,0.732,0.012,0.608,10,24.0
52.0,0.867,0.733,0.012,0.62,10,24.0
53.0,0.883,0.734,0.012,0.632,10,24.0
54.0,0.9,0.736,0.012,0.645,10,24.0
55.0,0.917,0.737,0.012,0.657,10,24.0
56.0,0.933,0.738,0.012,0.669,10,24.0
57.0,0.95,0.739,0.012,0.682,10,24.0
58.0,0.967,0.741,0.012,0.694,10,24.0
59.0,0.983,0.742,0.012,0.706,10,24.0
60.0,1.0,0.743,0.012,0.719,10,24.0
61.0,1.017,0.745,0.012,0.731,10,24.0
62.0,1.033,0.746,0.012,0.744,10,24.0
63.0,1.05,0.747,0.012,0.756,10,24.0
64.0,1.067,0.749,0.012,0.768,10,24.0
65.0,1.083,0.75,0.012,0.781,10,24.0
66.0,1.1,0.751,0.013,0.793,10,24.0
67.0,1.117,0.753,0.013,0.806,10,24.0
68.0,1.133,0.754,0.013,0.819,10,24.0
69.0,1.15,0.755,0.013,0.831,10,24.0
70.0,1.167,0.757,0.013,0.844,10,24.0
71.0,1.183,0.758,0.013,0.856,10,24.0
72.0,1.2,0.759,0.013,0.869,10,24.0
73.0,1.217,0.761,0.013,0.882,10,24.0
74.0,1.233,0.762,0.013,0.894,10,24.0
75.0,1.25,0.764,0.013,0.907,10,24.0
76.0,1.267,0.765,0.013,0.92,10,24.0
77.0,1.283,0.766,0.013,0.933,10,24.0
78.0,1.3,0.768,0.013,0.946,10,24.0
79.0,1.317,0.769,0.013,0.958,10,24.0
80.0,1.333,0.771,0.013,0.971,10,24.0
81.0,1.35,0.772,0.013,0.984,10,24.0
82.0,1.367,0.773,0.013,0.997,10,24.0
83.0,1.383,0.775,0.013,1.01,10,24.0
84.0,1.4,0.776,0.013,1.023,10,24.0
85.0,1.417,0.778,0.013,1.036,10,24.0
86.0,1.433,0.779,0.013,1.049,10,24.0
87.0,1.45,0.781,0.013,1.062,10,24.0
88.0,1.467,0.782,0.013,1.075,10,24.0
89.0,1.483,0.784,0.013,1.088,10,24.0
90.0,1.5,0.785,0.013,1.101,10,24.0
91.0,1.517,0.787,0.013,1.114,10,24.0
92.0,1.533,0.788,0.013,1.127,10,24.0
93.0,1.55,0.79,0.013,1.14,10,24.0
94.0,1.567,0.791,0.013,1.154,10,24.0
95.0,1.583,0.793,0.013,1.167,10,24.0
96.0,1.6,0.794,0.013,1.18,10,24.0
97.0,1.617,0.796,0.013,1.193,10,24.0
98.0,1.633,0.797,0.013,1.207,10,24.0
99.0,1.65,0.799,0.013,1.22,10,24.0
100.0,1.667,0.8,0.013,1.233,10,24.0
101.0,1.683,0.802,0.013,1.247,10,24.0
102.0,1.7,0.803,0.013,1.26,10,24.0
103.0,1.717,0.805,0.013,1.273,10,24.0
104.0,1.733,0.806,0.013,1.287,10,24.0
105.0,1.75,0.808,0.013,1.3,10,24.0
106.0,1.767,0.81,0.013,1.314,10,24.0
107.0,1.783,0.811,0.014,1.327,10,24.0
108.0,1.8,0.813,0.014,1.341,10,24.0
109.0,1.817,0.814,0.014,1.354,10,24.0
110.0,1.833,0.816,0.014,1.368,10,24.0
111.0,1.85,0.818,0.014,1.382,10,24.0
112.0,1.867,0.819,0.014,1.395,10,24.0
113.0,1.883,0.821,0.014,1.409,10,24.0
114.0,1.9,0.822,0.014,1.423,10,24.0
115.0,1.917,0.824,0.014,1.436,10,24.0
116.0,1.933,0.826,0.014,1.45,10,24.0
117.0,1.95,0.827,0.014,1.464,10,24.0
118.0,1.967,0.829,0.014,1.478,10,24.0
119.0,1.983,0.831,0.014,1.492,10,24.0
120.0,2.0,0.832,0.014,1.505,10,24.0
121.0,2.017,0.834,0.014,1.519,10,24.0
122.0,2.033,0.836,0.014,1.533,10,24.0
123.0,2.05,0.838,0.014,1.547,10,24.0
124.0,2.067,0.839,0.014,1.561,10,24.0
125.0,2.083,0.841,0.014,1.575,10,24.0
126.0,2.1,0.843,0.014,1.589,10,24.0
127.0,2.117,0.844,0.014,1.603,10,24.0
128.0,2.133,0.846,0.014,1.617,10,24.0
129.0,2.15,0.848,0.014,1.632,10,24.0
130.0,2.167,0.85,0.014,1.646,10,24.0
131.0,2.183,0.851,0.014,1.66,10,24.0
132.0,2.2,0.853,0.014,1.674,10,24.0
133.0,2.217,0.855,0.014,1.688,10,24.0
134.0,2.233,0.857,0.014,1.703,10,24.0
135.0,2.25,0.859,0.014,1.717,10,24.0
136.0,2.267,0.86,0.014,1.731,10,24.0
137.0,2.283,0.862,0.014,1.746,10,24.0
138.0,2.3,0.864,0.014,1.76,10,24.0
139.0,2.317,0.866,0.014,1.775,10,24.0
140.0,2.333,0.868,0.014,1.789,10,24.0
141.0,2.35,0.87,0.014,1.804,10,24.0
142.0,2.367,0.871,0.015,1.818,10,24.0
143.0,2.383,0.873,0.015,1.833,10,24.0
144.0,2.4,0.875,0.015,1.847,10,24.0
145.0,2.417,0.877,0.015,1.862,10,24.0
146.0,2.433,0.879,0.015,1.876,10,24.0
147.0,2.45,0.881,0.015,1.891,10,24.0
148.0,2.467,0.883,0.015,1.906,10,24.0
149.0,2.483,0.885,0.015,1.921,10,24.0
150.0,2.5,0.887,0.015,1.935,10,24.0
151.0,2.517,0.889,0.015,1.95,10,24.0
152.0,2.533,0.89,0.015,1.965,10,24.0
153.0,2.55,0.892,0.015,1.98,10,24.0
154.0,2.567,0.894,0.015,1.995,10,24.0
155.0,2.583,0.896,0.015,2.01,10,24.0
156.0,2.6,0.898,0.015,2.025,10,24.0
157.0,2.617,0.9,0.015,2.04,10,24.0
158.0,2.633,0.902,0.015,2.055,10,24.0
159.0,2.65,0.904,0.015,2.07,10,24.0
160.0,2.667,0.906,0.015,2.085,10,24.0
161.0,2.683,0.908,0.015,2.1,10,24.0
162.0,2.7,0.91,0.015,2.115,10,24.0
163.0,2.717,0.913,0.015,2.13,10,24.0
164.0,2.733,0.915,0.015,2.146,10,24.0
165.0,2.75,0.917,0.015,2.161,10,24.0
166.0,2.767,0.919,0.015,2.176,10,24.0
167.0,2.783,0.921,0.015,2.192,10,24.0
168.0,2.8,0.923,0.015,2.207,10,24.0
169.0,2.817,0.925,0.015,2.222,10,24.0
170.0,2.833,0.927,0.015,2.238,10,24.0
171.0,2.85,0.929,0.015,2.253,10,24.0
172.0,2.867,0.932,0.016,2.269,10,24.0
173.0,2.883,0.934,0.016,2.284,10,24.0
174.0,2.9,0.936,0.016,2.3,10,24.0
175.0,2.917,0.938,0.016,2.316,10,24.0
176.0,2.933,0.94,0.016,2.331,10,24.0
177.0,2.95,0.942,0.016,2.347,10,24.0
178.0,2.967,0.945,0.016,2.363,10,24.0
179.0,2.983,0.947,0.016,2.379,10,24.0
180.0,3.0,0.949,0.016,2.394,10,24.0
181.0,3.017,0.951,0.016,2.41,10,24.0
182.0,3.033,0.954,0.016,2.426,10,24.0
183.0,3.05,0.956,0.016,2.442,10,24.0
184.0,3.067,0.958,0.016,2.458,10,24.0
185.0,3.083,0.961,0.016,2.474,10,24.0
186.0,3.1,0.963,0.016,2.49,10,24.0
187.0,3.117,0.965,0.016,2.506,10,24.0
188.0,3.133,0.968,0.016,2.522,10,24.0
189.0,3.15,0.97,0.016,2.539,10,24.0
190.0,3.167,0.972,0.016,2.555,10,24.0
191.0,3.183,0.975,0.016,2.571,10,24.0
192.0,3.2,0.977,0.016,2.587,10,24.0
193.0,3.217,0.979,0.016,2.604,10,24.0
194.0,3.233,0.982,0.016,2.62,10,24.0
195.0,3.25,0.984,0.016,2.636,10,24.0
196.0,3.267,0.987,0.016,2.653,10,24.0
