time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,0.959,0.016,0.016,50,24.0
1.0,0.017,0.96,0.016,0.032,50,24.0
2.0,0.033,0.962,0.016,0.048,50,24.0
3.0,0.05,0.963,0.016,0.064,50,24.0
4.0,0.067,0.965,0.016,0.08,50,24.0
5.0,0.083,0.966,0.016,0.096,50,24.0
6.0,0.1,0.968,0.016,0.112,50,24.0
7.0,0.117,0.969,0.016,0.129,50,24.0
8.0,0.133,0.971,0.016,0.145,50,24.0
9.0,0.15,0.973,0.016,0.161,50,24.0
10.0,0.167,0.974,0.016,0.177,50,24.0
11.0,0.183,0.976,0.016,0.193,50,24.0
12.0,0.2,0.977,0.016,0.21,50,24.0
13.0,0.217,0.979,0.016,0.226,50,24.0
14.0,0.233,0.98,0.016,0.242,50,24.0
15.0,0.25,0.982,0.016,0.259,50,24.0
16.0,0.267,0.984,0.016,0.275,50,24.0
17.0,0.283,0.985,0.016,0.292,50,24.0
18.0,0.3,0.987,0.016,0.308,50,24.0
19.0,0.317,0.988,0.016,0.324,50,24.0
20.0,0.333,0.99,0.016,0.341,50,24.0
21.0,0.35,0.992,0.017,0.358,50,24.0
22.0,0.367,0.993,0.017,0.374,50,24.0
23.0,0.383,0.995,0.017,0.391,50,24.0
24.0,0.4,0.996,0.017,0.407,50,24.0
25.0,0.417,0.998,0.017,0.424,50,24.0
26.0,0.433,1.0,0.017,0.441,50,24.0
27.0,0.45,1.001,0.017,0.457,50,24.0
28.0,0.467,1.003,0.017,0.474,50,24.0
29.0,0.483,1.005,0.017,0.491,50,24.0
30.0,0.5,1.006,0.017,0.507,50,24.0
31.0,0.517,1.008,0.017,0.524,50,24.0
32.0,0.533,1.01,0.017,0.541,50,24.0
33.0,0.55,1.011,0.017,0.558,50,24.0
34.0,0.567,1.013,0.017,0.575,50,24.0
35.0,0.583,1.015,0.017,0.592,50,24.0
36.0,0.6,1.016,0.017,0.609,50,24.0
37.0,0.617,1.018,0.017,0.626,50,24.0
38.0,0.633,1.02,0.017,0.643,50,24.0
39.0,0.65,1.022,0.017,0.66,50,24.0
40.0,0.667,1.023,0.017,0.677,50,24.0
41.0,0.683,1.025,0.017,0.694,50,24.0
42.0,0.7,1.027,0.017,0.711,50,24.0
43.0,0.717,1.028,0.017,0.728,50,24.0
44.0,0.733,1.03,0.017,0.745,50,24.0
45.0,0.75,1.032,0.017,0.762,50,24.0
46.0,0.767,1.034,0.017,0.78,50,24.0
47.0,0.783,1.036,0.017,0.797,50,24.0
48.0,0.8,1.037,0.017,0.814,50,24.0
49.0,0.817,1.039,0.017,0.832,50,24.0
50.0,0.833,1.041,0.017,0.849,50,24.0
51.0,0.85,1.043,0.017,0.866,50,24.0
52.0,0.867,1.044,0.017,0.884,50,24.0
53.0,0.883,1.046,0.017,0.901,50,24.0
54.0,0.9,1.048,0.017,0.919,50,24.0
55.0,0.917,1.05,0.017,0.936,50,24.0
56.0,0.933,1.052,0.018,0.954,50,24.0
57.0,0.95,1.054,0.018,0.971,50,24.0
58.0,0.967,1.055,0.018,0.989,50,24.0
59.0,0.983,1.057,0.018,1.006,50,24.0
60.0,1.0,1.059,0.018,1.024,50,24.0
61.0,1.017,1.061,0.018,1.042,50,24.0
62.0,1.033,1.063,0.018,1.059,50,24.0
63.0,1.05,1.065,0.018,1.077,50,24.0
64.0,1.067,1.067,0.018,1.095,50,24.0
65.0,1.083,1.069,0.018,1.113,50,24.0
66.0,1.1,1.071,0.018,1.131,50,24.0
67.0,1.117,1.072,0.018,1.148,50,24.0
68.0,1.133,1.074,0.018,1.166,50,24.0
69.0,1.15,1.076,0.018,1.184,50,24.0
70.0,1.167,1.078,0.018,1.202,50,24.0
71.0,1.183,1.08,0.018,1.22,50,24.0
72.0,1.2,1.082,0.018,1.238,50,24.0
73.0,1.217,1.084,0.018,1.256,50,24.0
74.0,1.233,1.086,0.018,1.275,50,24.0
75.0,1.25,1.088,0.018,1.293,50,24.0
76.0,1.267,1.09,0.018,1.311,50,24.0
77.0,1.283,1.092,0.018,1.329,50,24.0
78.0,1.3,1.094,0.018,1.347,50,24.0
79.0,1.317,1.096,0.018,1.366,50,24.0
80.0,1.333,1.098,0.018,1.384,50,24.0
81.0,1.35,1.1,0.018,1.402,50,24.0
82.0,1.367,1.102,0.018,1.421,50,24.0
83.0,1.383,1.104,0.018,1.439,50,24.0
84.0,1.4,1.106,0.018,1.457,50,24.0
85.0,1.417,1.108,0.018,1.476,50,24.0
86.0,1.433,1.11,0.019,1.494,50,24.0
87.0,1.45,1.112,0.019,1.513,50,24.0
88.0,1.467,1.115,0.019,1.531,50,24.0
89.0,1.483,1.117,0.019,1.55,50,24.0
90.0,1.5,1.119,0.019,1.569,50,24.0
91.0,1.517,1.121,0.019,1.587,50,24.0
92.0,1.533,1.123,0.019,1.606,50,24.0
93.0,1.55,1.125,0.019,1.625,50,24.0
94.0,1.567,1.127,0.019,1.644,50,24.0
95.0,1.583,1.129,0.019,1.662,50,24.0
96.0,1.6,1.132,0.019,1.681,50,24.0
97.0,1.617,1.134,0.019,1.7,50,24.0
98.0,1.633,1.136,0.019,1.719,50,24.0
99.0,1.65,1.138,0.019,1.738,50,24.0
100.0,1.667,1.14,0.019,1.757,50,24.0
101.0,1.683,1.142,0.019,1.776,50,24.0
102.0,1.7,1.145,0.019,1.795,50,24.0
103.0,1.717,1.147,0.019,1.814,50,24.0
104.0,1.733,1.149,0.019,1.833,50,24.0
105.0,1.75,1.151,0.019,1.853,50,24.0
106.0,1.767,1.154,0.019,1.872,50,24.0
107.0,1.783,1.156,0.019,1.891,50,24.0
108.0,1.8,1.158,0.019,1.91,50,24.0
109.0,1.817,1.16,0.019,1.93,50,24.0
110.0,1.833,1.163,0.019,1.949,50,24.0
111.0,1.85,1.165,0.019,1.969,50,24.0
112.0,1.867,1.167,0.019,1.988,50,24.0
113.0,1.883,1.17,0.019,2.008,50,24.0
114.0,1.9,1.172,0.02,2.027,50,24.0
115.0,1.917,1.174,0.02,2.047,50,24.0
116.0,1.933,1.177,0.02,2.066,50,24.0
117.0,1.95,1.179,0.02,2.086,50,24.0
118.0,1.967,1.181,0.02,2.106,50,24.0
119.0,1.983,1.184,0.02,2.125,50,24.0
120.0,2.0,1.186,0.02,2.145,50,24.0
121.0,2.017,1.189,0.02,2.165,50,24.0
122.0,2.033,1.191,0.02,2.185,50,24.0
123.0,2.05,1.193,0.02,2.205,50,24.0
124.0,2.067,1.196,0.02,2.225,50,24.0
125.0,2.083,1.198,0.02,2.245,50,24.0
126.0,2.1,1.201,0.02,2.265,50,24.0
127.0,2.117,1.203,0.02,2.285,50,24.0
128.0,2.133,1.206,0.02,2.305,50,24.0
129.0,2.15,1.208,0.02,2.325,50,24.0
130.0,2.167,1.211,0.02,2.345,50,24.0
131.0,2.183,1.213,0.02,2.365,50,24.0
132.0,2.2,1.216,0.02,2.386,50,24.0
133.0,2.217,1.218,0.02,2.406,50,24.0
134.0,2.233,1.221,0.02,2.426,50,24.0
135.0,2.25,1.223,0.02,2.447,50,24.0
136.0,2.267,1.226,0.02,2.467,50,24.0
137.0,2.283,1.229,0.02,2.487,50,24.0
138.0,2.3,1.231,0.021,2.508,50,24.0
139.0,2.317,1.234,0.021,2.529,50,24.0
140.0,2.333,1.236,0.021,2.549,50,24.0
141.0,2.35,1.239,0.021,2.57,50,24.0
142.0,2.367,1.242,0.021,2.59,50,24.0
143.0,2.383,1.244,0.021,2.611,50,24.0
144.0,2.4,1.247,0.021,2.632,50,24.0
145.0,2.417,1.25,0.021,2.653,50,24.0
146.0,2.433,1.252,0.021,2.674,50,24.0
147.0,2.45,1.255,0.021,2.695,50,24.0
148.0,2.467,1.258,0.021,2.716,50,24.0
149.0,2.483,1.261,0.021,2.737,50,24.0
150.0,2.5,1.263,0.021,2.758,50,24.0
151.0,2.517,1.266,0.021,2.779,50,24.0
152.0,2.533,1.269,0.021,2.8,50,24.0
153.0,2.55,1.272,0.021,2.821,50,24.0
154.0,2.567,1.274,0.021,2.842,50,24.0
155.0,2.583,1.277,0.021,2.864,50,24.0
156.0,2.6,1.28,0.021,2.885,50,24.0
157.0,2.617,1.283,0.021,2.906,50,24.0
158.0,2.633,1.286,0.021,2.928,50,24.0
159.0,2.65,1.289,0.021,2.949,50,24.0
160.0,2.667,1.291,0.022,2.971,50,24.0
161.0,2.683,1.294,0.022,2.992,50,24.0
162.0,2.7,1.297,0.022,3.014,50,24.0
163.0,2.717,1.3,0.022,3.036,50,24.0
164.0,2.733,1.303,0.022,3.057,50,24.0
165.0,2.75,1.306,0.022,3.079,50,24.0
166.0,2.767,1.309,0.022,3.101,50,24.0
167.0,2.783,1.312,0.022,3.123,50,24.0
168.0,2.8,1.315,0.022,3.145,50,24.0
169.0,2.817,1.318,0.022,3.167,50,24.0
170.0,2.833,1.321,0.022,3.189,50,24.0
171.0,2.85,1.324,0.022,3.211,50,24.0
172.0,2.867,1.327,0.022,3.233,50,24.0
173.0,2.883,1.33,0.022,3.255,50,24.0
174.0,2.9,1.333,0.022,3.277,50,24.0
175.0,2.917,1.337,0.022,3.3,50,24.0
176.0,2.933,1.34,0.022,3.322,50,24.0
