time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,1.617,0.027,0.027,2,6.0
1.0,0.017,1.628,0.027,0.054,2,6.0
2.0,0.033,1.639,0.027,0.081,2,6.0
3.0,0.05,1.651,0.028,0.109,2,6.0
4.0,0.067,1.662,0.028,0.137,2,6.0
5.0,0.083,1.674,0.028,0.165,2,6.0
6.0,0.1,1.686,0.028,0.193,2,6.0
7.0,0.117,1.698,0.028,0.221,2,6.0
8.0,0.133,1.711,0.029,0.249,2,6.0
9.0,0.15,1.723,0.029,0.278,2,6.0
10.0,0.167,1.736,0.029,0.307,2,6.0
11.0,0.183,1.749,0.029,0.336,2,6.0
12.0,0.2,1.762,0.029,0.366,2,6.0
13.0,0.217,1.775,0.03,0.395,2,6.0
14.0,0.233,1.789,0.03,0.425,2,6.0
15.0,0.25,1.803,0.03,0.455,2,6.0
16.0,0.267,1.817,0.03,0.485,2,6.0
17.0,0.283,1.831,0.031,0.516,2,6.0
18.0,0.3,1.846,0.031,0.547,2,6.0
19.0,0.317,1.86,0.031,0.578,2,6.0
20.0,0.333,1.876,0.031,0.609,2,6.0
21.0,0.35,1.891,0.032,0.64,2,6.0
22.0,0.367,1.906,0.032,0.672,2,6.0
23.0,0.383,1.922,0.032,0.704,2,6.0
24.0,0.4,1.938,0.032,0.737,2,6.0
25.0,0.417,1.955,0.033,0.769,2,6.0
26.0,0.433,1.972,0.033,0.802,2,6.0
27.0,0.45,1.989,0.033,0.835,2,6.0
28.0,0.467,2.006,0.033,0.869,2,6.0
29.0,0.483,2.024,0.034,0.902,2,6.0
30.0,0.5,2.042,0.034,0.936,2,6.0
31.0,0.517,2.06,0.034,0.971,2,6.0
32.0,0.533,2.079,0.035,1.005,2,6.0
33.0,0.55,2.098,0.035,1.04,2,6.0
34.0,0.567,2.118,0.035,1.076,2,6.0
35.0,0.583,2.138,0.036,1.111,2,6.0
36.0,0.6,2.158,0.036,1.147,2,6.0
37.0,0.617,2.179,0.036,1.183,2,6.0
38.0,0.633,2.2,0.037,1.22,2,6.0
39.0,0.65,2.221,0.037,1.257,2,6.0
40.0,0.667,2.244,0.037,1.295,2,6.0
41.0,0.683,2.266,0.038,1.332,2,6.0
42.0,0.7,2.289,0.038,1.37,2,6.0
43.0,0.717,2.313,0.039,1.409,2,6.0
44.0,0.733,2.337,0.039,1.448,2,6.0
45.0,0.75,2.361,0.039,1.487,2,6.0
46.0,0.767,2.386,0.04,1.527,2,6.0
47.0,0.783,2.412,0.04,1.567,2,6.0
48.0,0.8,2.439,0.041,1.608,2,6.0
49.0,0.817,2.465,0.041,1.649,2,6.0
50.0,0.833,2.493,0.042,1.691,2,6.0
51.0,0.85,2.521,0.042,1.733,2,6.0
52.0,0.867,2.55,0.043,1.775,2,6.0
53.0,0.883,2.58,0.043,1.818,2,6.0
54.0,0.9,2.61,0.044,1.862,2,6.0
55.0,0.917,2.642,0.044,1.906,2,6.0
56.0,0.933,2.673,0.045,1.95,2,6.0
