time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,19.789,0.33,0.33,50,1.0
1.0,0.017,20.732,0.346,0.675,50,1.0
2.0,0.033,21.765,0.363,1.038,50,1.0
3.0,0.05,22.901,0.382,1.42,50,1.0
4.0,0.067,24.156,0.403,1.822,50,1.0
5.0,0.083,25.547,0.426,2.248,50,1.0
6.0,0.1,27.098,0.452,2.7,50,1.0
7.0,0.117,28.835,0.481,3.18,50,1.0
8.0,0.133,30.793,0.513,3.694,50,1.0
9.0,0.15,33.014,0.55,4.244,50,1.0
10.0,0.167,35.549,0.592,4.836,50,1.0
11.0,0.183,38.468,0.641,5.477,50,1.0
12.0,0.2,41.858,0.698,6.175,50,1.0
13.0,0.217,45.832,0.764,6.939,50,1.0
14.0,0.233,50.545,0.842,7.781,50,1.0
15.0,0.25,56.205,0.937,8.718,50,1.0
16.0,0.267,63.104,1.052,9.77,50,1.0
17.0,0.283,71.657,1.194,10.964,50,1.0
18.0,0.3,82.477,1.375,12.339,50,1.0
19.0,0.317,96.502,1.608,13.947,50,1.0
20.0,0.333,115.224,1.92,15.868,50,1.0
21.0,0.35,141.153,2.353,18.22,50,1.0
22.0,0.367,178.795,2.98,21.2,50,1.0
23.0,0.383,215.106,3.585,24.785,50,1.0
24.0,0.4,181.796,3.03,27.815,50,1.0
25.0,0.417,156.315,2.605,30.42,50,1.0
26.0,0.433,136.331,2.272,32.692,50,1.0
27.0,0.45,120.33,2.005,34.698,50,1.0
28.0,0.467,107.29,1.788,36.486,50,1.0
29.0,0.483,96.502,1.608,38.094,50,1.0
30.0,0.5,87.46,1.458,39.552,50,1.0
31.0,0.517,79.794,1.33,40.882,50,1.0
32.0,0.533,73.229,1.22,42.103,50,1.0
33.0,0.55,67.556,1.126,43.228,50,1.0
34.0,0.567,62.614,1.044,44.272,50,1.0
35.0,0.583,58.278,0.971,45.243,50,1.0
36.0,0.6,54.449,0.907,46.151,50,1.0
37.0,0.617,51.048,0.851,47.002,50,1.0
38.0,0.633,48.009,0.8,47.802,50,1.0
39.0,0.65,45.282,0.755,48.556,50,1.0
40.0,0.667,42.822,0.714,49.27,50,1.0
41.0,0.683,40.595,0.677,49.947,50,1.0
42.0,0.7,38.57,0.643,50.59,50,1.0
43.0,0.717,36.722,0.612,51.202,50,1.0
44.0,0.733,35.031,0.584,51.785,50,1.0
45.0,0.75,33.478,0.558,52.343,50,1.0
46.0,0.767,32.047,0.534,52.878,50,1.0
47.0,0.783,30.726,0.512,53.39,50,1.0
48.0,0.8,29.503,0.492,53.881,50,1.0
49.0,0.817,28.367,0.473,54.354,50,1.0
50.0,0.833,27.311,0.455,54.809,50,1.0
51.0,0.85,26.326,0.439,55.248,50,1.0
52.0,0.867,25.406,0.423,55.672,50,1.0
53.0,0.883,24.545,0.409,56.081,50,1.0
54.0,0.9,23.737,0.396,56.476,50,1.0
55.0,0.917,22.978,0.383,56.859,50,1.0
56.0,0.933,22.265,0.371,57.23,50,1.0
57.0,0.95,21.592,0.36,57.59,50,1.0
58.0,0.967,20.957,0.349,57.939,50,1.0
59.0,0.983,20.357,0.339,58.279,50,1.0
60.0,1.0,19.789,0.33,58.609,50,1.0
