time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,16.99,0.283,0.283,25,1.0
1.0,0.017,17.8,0.297,0.58,25,1.0
2.0,0.033,18.687,0.311,0.891,25,1.0
3.0,0.05,19.662,0.328,1.219,25,1.0
4.0,0.067,20.739,0.346,1.565,25,1.0
5.0,0.083,21.934,0.366,1.93,25,1.0
6.0,0.1,23.265,0.388,2.318,25,1.0
7.0,0.117,24.757,0.413,2.731,25,1.0
8.0,0.133,26.438,0.441,3.171,25,1.0
9.0,0.15,28.344,0.472,3.644,25,1.0
10.0,0.167,30.522,0.509,4.152,25,1.0
11.0,0.183,33.028,0.55,4.703,25,1.0
12.0,0.2,35.938,0.599,5.302,25,1.0
13.0,0.217,39.35,0.656,5.958,25,1.0
14.0,0.233,43.396,0.723,6.681,25,1.0
15.0,0.25,48.256,0.804,7.485,25,1.0
16.0,0.267,54.179,0.903,8.388,25,1.0
17.0,0.283,61.522,1.025,9.413,25,1.0
18.0,0.3,70.812,1.18,10.594,25,1.0
19.0,0.317,82.853,1.381,11.975,25,1.0
20.0,0.333,98.927,1.649,13.623,25,1.0
21.0,0.35,121.189,2.02,15.643,25,1.0
22.0,0.367,153.507,2.558,18.202,25,1.0
23.0,0.383,184.683,3.078,21.28,25,1.0
24.0,0.4,156.084,2.601,23.881,25,1.0
25.0,0.417,134.207,2.237,26.118,25,1.0
26.0,0.433,117.049,1.951,28.069,25,1.0
27.0,0.45,103.311,1.722,29.79,25,1.0
28.0,0.467,92.115,1.535,31.326,25,1.0
29.0,0.483,82.853,1.381,32.707,25,1.0
30.0,0.5,75.09,1.251,33.958,25,1.0
31.0,0.517,68.508,1.142,35.1,25,1.0
32.0,0.533,62.872,1.048,36.148,25,1.0
33.0,0.55,58.001,0.967,37.114,25,1.0
34.0,0.567,53.758,0.896,38.01,25,1.0
35.0,0.583,50.036,0.834,38.844,25,1.0
36.0,0.6,46.748,0.779,39.624,25,1.0
37.0,0.617,43.828,0.73,40.354,25,1.0
38.0,0.633,41.219,0.687,41.041,25,1.0
39.0,0.65,38.877,0.648,41.689,25,1.0
40.0,0.667,36.766,0.613,42.302,25,1.0
41.0,0.683,34.853,0.581,42.883,25,1.0
42.0,0.7,33.115,0.552,43.434,25,1.0
43.0,0.717,31.529,0.525,43.96,25,1.0
44.0,0.733,30.077,0.501,44.461,25,1.0
45.0,0.75,28.743,0.479,44.94,25,1.0
46.0,0.767,27.515,0.459,45.399,25,1.0
47.0,0.783,26.38,0.44,45.839,25,1.0
48.0,0.8,25.33,0.422,46.261,25,1.0
49.0,0.817,24.355,0.406,46.667,25,1.0
50.0,0.833,23.448,0.391,47.057,25,1.0
51.0,0.85,22.603,0.377,47.434,25,1.0
52.0,0.867,21.813,0.364,47.798,25,1.0
53.0,0.883,21.073,0.351,48.149,25,1.0
54.0,0.9,20.38,0.34,48.489,25,1.0
55.0,0.917,19.729,0.329,48.817,25,1.0
56.0,0.933,19.116,0.319,49.136,25,1.0
57.0,0.95,18.538,0.309,49.445,25,1.0
58.0,0.967,17.993,0.3,49.745,25,1.0
59.0,0.983,17.478,0.291,50.036,25,1.0
60.0,1.0,16.99,0.283,50.319,25,1.0
