time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,3.283,0.055,0.055,50,6.0
1.0,0.017,3.305,0.055,0.11,50,6.0
2.0,0.033,3.328,0.055,0.165,50,6.0
3.0,0.05,3.351,0.056,0.221,50,6.0
4.0,0.067,3.375,0.056,0.277,50,6.0
5.0,0.083,3.399,0.057,0.334,50,6.0
6.0,0.1,3.423,0.057,0.391,50,6.0
7.0,0.117,3.448,0.057,0.449,50,6.0
8.0,0.133,3.473,0.058,0.506,50,6.0
9.0,0.15,3.498,0.058,0.565,50,6.0
10.0,0.167,3.524,0.059,0.623,50,6.0
11.0,0.183,3.551,0.059,0.683,50,6.0
12.0,0.2,3.577,0.06,0.742,50,6.0
13.0,0.217,3.604,0.06,0.802,50,6.0
14.0,0.233,3.632,0.061,0.863,50,6.0
15.0,0.25,3.66,0.061,0.924,50,6.0
16.0,0.267,3.689,0.061,0.985,50,6.0
17.0,0.283,3.718,0.062,1.047,50,6.0
18.0,0.3,3.747,0.062,1.11,50,6.0
19.0,0.317,3.777,0.063,1.173,50,6.0
20.0,0.333,3.808,0.063,1.236,50,6.0
21.0,0.35,3.839,0.064,1.3,50,6.0
22.0,0.367,3.871,0.065,1.365,50,6.0
23.0,0.383,3.903,0.065,1.43,50,6.0
24.0,0.4,3.936,0.066,1.495,50,6.0
25.0,0.417,3.969,0.066,1.561,50,6.0
26.0,0.433,4.003,0.067,1.628,50,6.0
27.0,0.45,4.038,0.067,1.695,50,6.0
28.0,0.467,4.073,0.068,1.763,50,6.0
29.0,0.483,4.109,0.068,1.832,50,6.0
30.0,0.5,4.146,0.069,1.901,50,6.0
31.0,0.517,4.183,0.07,1.971,50,6.0
32.0,0.533,4.221,0.07,2.041,50,6.0
33.0,0.55,4.26,0.071,2.112,50,6.0
34.0,0.567,4.3,0.072,2.184,50,6.0
35.0,0.583,4.34,0.072,2.256,50,6.0
36.0,0.6,4.381,0.073,2.329,50,6.0
37.0,0.617,4.423,0.074,2.403,50,6.0
38.0,0.633,4.466,0.074,2.477,50,6.0
39.0,0.65,4.51,0.075,2.552,50,6.0
40.0,0.667,4.555,0.076,2.628,50,6.0
41.0,0.683,4.601,0.077,2.705,50,6.0
42.0,0.7,4.647,0.077,2.782,50,6.0
43.0,0.717,4.695,0.078,2.861,50,6.0
44.0,0.733,4.744,0.079,2.94,50,6.0
45.0,0.75,4.794,0.08,3.02,50,6.0
46.0,0.767,4.845,0.081,3.1,50,6.0
47.0,0.783,4.897,0.082,3.182,50,6.0
48.0,0.8,4.951,0.083,3.264,50,6.0
49.0,0.817,5.006,0.083,3.348,50,6.0
50.0,0.833,5.062,0.084,3.432,50,6.0
51.0,0.85,5.119,0.085,3.518,50,6.0
52.0,0.867,5.178,0.086,3.604,50,6.0
53.0,0.883,5.238,0.087,3.691,50,6.0
54.0,0.9,5.3,0.088,3.779,50,6.0
55.0,0.917,5.363,0.089,3.869,50,6.0
56.0,0.933,5.428,0.09,3.959,50,6.0
57.0,0.95,5.494,0.092,4.051,50,6.0
58.0,0.967,5.563,0.093,4.144,50,6.0
59.0,0.983,5.633,0.094,4.238,50,6.0
60.0,1.0,5.705,0.095,4.333,50,6.0
61.0,1.017,5.779,0.096,4.429,50,6.0
62.0,1.033,5.855,0.098,4.526,50,6.0
63.0,1.05,5.933,0.099,4.625,50,6.0
64.0,1.067,6.014,0.1,4.726,50,6.0
65.0,1.083,6.097,0.102,4.827,50,6.0
66.0,1.1,6.182,0.103,4.93,50,6.0
67.0,1.117,6.27,0.104,5.035,50,6.0
68.0,1.133,6.36,0.106,5.141,50,6.0
69.0,1.15,6.453,0.108,5.248,50,6.0
70.0,1.167,6.549,0.109,5.357,50,6.0
71.0,1.183,6.648,0.111,5.468,50,6.0
72.0,1.2,6.751,0.113,5.581,50,6.0
73.0,1.217,6.856,0.114,5.695,50,6.0
74.0,1.233,6.966,0.116,5.811,50,6.0
75.0,1.25,7.079,0.118,5.929,50,6.0
76.0,1.267,7.195,0.12,6.049,50,6.0
77.0,1.283,7.316,0.122,6.171,50,6.0
78.0,1.3,7.441,0.124,6.295,50,6.0
79.0,1.317,7.571,0.126,6.421,50,6.0
80.0,1.333,7.705,0.128,6.55,50,6.0
81.0,1.35,7.845,0.131,6.68,50,6.0
82.0,1.367,7.99,0.133,6.814,50,6.0
83.0,1.383,8.14,0.136,6.949,50,6.0
84.0,1.4,8.297,0.138,7.087,50,6.0
85.0,1.417,8.459,0.141,7.228,50,6.0
86.0,1.433,8.629,0.144,7.372,50,6.0
87.0,1.45,8.805,0.147,7.519,50,6.0
88.0,1.467,8.989,0.15,7.669,50,6.0
89.0,1.483,9.181,0.153,7.822,50,6.0
90.0,1.5,9.382,0.156,7.978,50,6.0
91.0,1.517,9.592,0.16,8.138,50,6.0
92.0,1.533,9.812,0.164,8.302,50,6.0
93.0,1.55,10.042,0.167,8.469,50,6.0
94.0,1.567,10.283,0.171,8.64,50,6.0
95.0,1.583,10.537,0.176,8.816,50,6.0
96.0,1.6,10.803,0.18,8.996,50,6.0
97.0,1.617,11.084,0.185,9.181,50,6.0
98.0,1.633,11.379,0.19,9.37,50,6.0
99.0,1.65,11.691,0.195,9.565,50,6.0
100.0,1.667,12.021,0.2,9.766,50,6.0
101.0,1.683,12.369,0.206,9.972,50,6.0
102.0,1.7,12.739,0.212,10.184,50,6.0
103.0,1.717,13.131,0.219,10.403,50,6.0
104.0,1.733,13.548,0.226,10.629,50,6.0
105.0,1.75,13.992,0.233,10.862,50,6.0
106.0,1.767,14.465,0.241,11.103,50,6.0
107.0,1.783,14.972,0.25,11.353,50,6.0
108.0,1.8,15.514,0.259,11.611,50,6.0
109.0,1.817,16.097,0.268,11.879,50,6.0
110.0,1.833,16.724,0.279,12.158,50,6.0
111.0,1.85,17.4,0.29,12.448,50,6.0
112.0,1.867,18.132,0.302,12.75,50,6.0
113.0,1.883,18.925,0.315,13.066,50,6.0
114.0,1.9,19.789,0.33,13.396,50,6.0
115.0,1.917,20.732,0.346,13.741,50,6.0
116.0,1.933,21.765,0.363,14.104,50,6.0
117.0,1.95,22.901,0.382,14.486,50,6.0
118.0,1.967,24.156,0.403,14.888,50,6.0
119.0,1.983,25.547,0.426,15.314,50,6.0
120.0,2.0,27.098,0.452,15.766,50,6.0
121.0,2.017,28.835,0.481,16.246,50,6.0
122.0,2.033,30.793,0.513,16.759,50,6.0
123.0,2.05,33.014,0.55,17.31,50,6.0
124.0,2.067,35.549,0.592,17.902,50,6.0
125.0,2.083,38.468,0.641,18.543,50,6.0
126.0,2.1,41.858,0.698,19.241,50,6.0
127.0,2.117,45.832,0.764,20.005,50,6.0
128.0,2.133,50.545,0.842,20.847,50,6.0
129.0,2.15,56.205,0.937,21.784,50,6.0
130.0,2.167,63.104,1.052,22.836,50,6.0
131.0,2.183,71.657,1.194,24.03,50,6.0
132.0,2.2,82.477,1.375,25.405,50,6.0
133.0,2.217,96.502,1.608,27.013,50,6.0
134.0,2.233,115.224,1.92,28.933,50,6.0
135.0,2.25,141.153,2.353,31.286,50,6.0
136.0,2.267,178.795,2.98,34.266,50,6.0
137.0,2.283,215.106,3.585,37.851,50,6.0
138.0,2.3,181.796,3.03,40.881,50,6.0
139.0,2.317,156.315,2.605,43.486,50,6.0
140.0,2.333,136.331,2.272,45.758,50,6.0
141.0,2.35,120.33,2.005,47.764,50,6.0
142.0,2.367,107.29,1.788,49.552,50,6.0
143.0,2.383,96.502,1.608,51.16,50,6.0
144.0,2.4,87.46,1.458,52.618,50,6.0
145.0,2.417,79.794,1.33,53.948,50,6.0
146.0,2.433,73.229,1.22,55.168,50,6.0
147.0,2.45,67.556,1.126,56.294,50,6.0
148.0,2.467,62.614,1.044,57.338,50,6.0
149.0,2.483,58.278,0.971,58.309,50,6.0
150.0,2.5,54.449,0.907,59.217,50,6.0
151.0,2.517,51.048,0.851,60.067,50,6.0
152.0,2.533,48.009,0.8,60.868,50,6.0
153.0,2.55,45.282,0.755,61.622,50,6.0
154.0,2.567,42.822,0.714,62.336,50,6.0
155.0,2.583,40.595,0.677,63.012,50,6.0
156.0,2.6,38.57,0.643,63.655,50,6.0
157.0,2.617,36.722,0.612,64.267,50,6.0
158.0,2.633,35.031,0.584,64.851,50,6.0
159.0,2.65,33.478,0.558,65.409,50,6.0
160.0,2.667,32.047,0.534,65.943,50,6.0
161.0,2.683,30.726,0.512,66.455,50,6.0
162.0,2.7,29.503,0.492,66.947,50,6.0
163.0,2.717,28.367,0.473,67.42,50,6.0
164.0,2.733,27.311,0.455,67.875,50,6.0
165.0,2.75,26.326,0.439,68.314,50,6.0
166.0,2.767,25.406,0.423,68.737,50,6.0
167.0,2.783,24.545,0.409,69.146,50,6.0
168.0,2.8,23.737,0.396,69.542,50,6.0
169.0,2.817,22.978,0.383,69.925,50,6.0
170.0,2.833,22.265,0.371,70.296,50,6.0
171.0,2.85,21.592,0.36,70.656,50,6.0
172.0,2.867,20.957,0.349,71.005,50,6.0
173.0,2.883,20.357,0.339,71.344,50,6.0
174.0,2.9,19.789,0.33,71.674,50,6.0
175.0,2.917,19.251,0.321,71.995,50,6.0
176.0,2.933,18.74,0.312,72.307,50,6.0
177.0,2.95,18.255,0.304,72.612,50,6.0
178.0,2.967,17.794,0.297,72.908,50,6.0
179.0,2.983,17.355,0.289,73.198,50,6.0
180.0,3.0,16.936,0.282,73.48,50,6.0
181.0,3.017,16.537,0.276,73.755,50,6.0
182.0,3.033,16.155,0.269,74.025,50,6.0
183.0,3.05,15.791,0.263,74.288,50,6.0
184.0,3.067,15.442,0.257,74.545,50,6.0
185.0,3.083,15.108,0.252,74.797,50,6.0
186.0,3.1,14.788,0.246,75.043,50,6.0
187.0,3.117,14.481,0.241,75.285,50,6.0
188.0,3.133,14.186,0.236,75.521,50,6.0
189.0,3.15,13.903,0.232,75.753,50,6.0
190.0,3.167,13.631,0.227,75.98,50,6.0
191.0,3.183,13.37,0.223,76.203,50,6.0
192.0,3.2,13.118,0.219,76.422,50,6.0
193.0,3.217,12.875,0.215,76.636,50,6.0
194.0,3.233,12.641,0.211,76.847,50,6.0
195.0,3.25,12.416,0.207,77.054,50,6.0
196.0,3.267,12.198,0.203,77.257,50,6.0
197.0,3.283,11.988,0.2,77.457,50,6.0
198.0,3.3,11.785,0.196,77.653,50,6.0
199.0,3.317,11.589,0.193,77.847,50,6.0
200.0,3.333,11.399,0.19,78.036,50,6.0
201.0,3.35,11.215,0.187,78.223,50,6.0
202.0,3.367,11.038,0.184,78.407,50,6.0
203.0,3.383,10.866,0.181,78.588,50,6.0
204.0,3.4,10.699,0.178,78.767,50,6.0
205.0,3.417,10.537,0.176,78.942,50,6.0
206.0,3.433,10.38,0.173,79.115,50,6.0
207.0,3.45,10.228,0.17,79.286,50,6.0
208.0,3.467,10.08,0.168,79.454,50,6.0
209.0,3.483,9.937,0.166,79.619,50,6.0
210.0,3.5,9.797,0.163,79.783,50,6.0
211.0,3.517,9.662,0.161,79.944,50,6.0
212.0,3.533,9.53,0.159,80.103,50,6.0
213.0,3.55,9.402,0.157,80.259,50,6.0
214.0,3.567,9.277,0.155,80.414,50,6.0
215.0,3.583,9.156,0.153,80.567,50,6.0
216.0,3.6,9.038,0.151,80.717,50,6.0
217.0,3.617,8.923,0.149,80.866,50,6.0
218.0,3.633,8.811,0.147,81.013,50,6.0
219.0,3.65,8.702,0.145,81.158,50,6.0
220.0,3.667,8.595,0.143,81.301,50,6.0
221.0,3.683,8.491,0.142,81.443,50,6.0
222.0,3.7,8.39,0.14,81.582,50,6.0
223.0,3.717,8.291,0.138,81.721,50,6.0
224.0,3.733,8.195,0.137,81.857,50,6.0
225.0,3.75,8.101,0.135,81.992,50,6.0
226.0,3.767,8.009,0.133,82.126,50,6.0
227.0,3.783,7.919,0.132,82.258,50,6.0
228.0,3.8,7.831,0.131,82.388,50,6.0
229.0,3.817,7.745,0.129,82.517,50,6.0
230.0,3.833,7.662,0.128,82.645,50,6.0
231.0,3.85,7.58,0.126,82.771,50,6.0
232.0,3.867,7.499,0.125,82.896,50,6.0
233.0,3.883,7.421,0.124,83.02,50,6.0
234.0,3.9,7.344,0.122,83.142,50,6.0
235.0,3.917,7.269,0.121,83.264,50,6.0
236.0,3.933,7.195,0.12,83.383,50,6.0
237.0,3.95,7.123,0.119,83.502,50,6.0
238.0,3.967,7.053,0.118,83.62,50,6.0
239.0,3.983,6.984,0.116,83.736,50,6.0
240.0,4.0,6.916,0.115,83.851,50,6.0
241.0,4.017,6.85,0.114,83.966,50,6.0
242.0,4.033,6.784,0.113,84.079,50,6.0
243.0,4.05,6.721,0.112,84.191,50,6.0
244.0,4.067,6.658,0.111,84.302,50,6.0
245.0,4.083,6.597,0.11,84.412,50,6.0
246.0,4.1,6.537,0.109,84.52,50,6.0
247.0,4.117,6.478,0.108,84.628,50,6.0
248.0,4.133,6.42,0.107,84.735,50,6.0
249.0,4.15,6.363,0.106,84.841,50,6.0
250.0,4.167,6.307,0.105,84.947,50,6.0
251.0,4.183,6.252,0.104,85.051,50,6.0
252.0,4.2,6.199,0.103,85.154,50,6.0
253.0,4.217,6.146,0.102,85.257,50,6.0
