time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
0.0,0.0,9.747,0.162,0.162,2,1.0
1.0,0.017,10.212,0.17,0.333,2,1.0
2.0,0.033,10.721,0.179,0.511,2,1.0
3.0,0.05,11.28,0.188,0.699,2,1.0
4.0,0.067,11.898,0.198,0.898,2,1.0
5.0,0.083,12.583,0.21,1.107,2,1.0
6.0,0.1,13.347,0.222,1.33,2,1.0
7.0,0.117,14.203,0.237,1.567,2,1.0
8.0,0.133,15.167,0.253,1.819,2,1.0
9.0,0.15,16.261,0.271,2.09,2,1.0
10.0,0.167,17.51,0.292,2.382,2,1.0
11.0,0.183,18.948,0.316,2.698,2,1.0
12.0,0.2,20.617,0.344,3.042,2,1.0
13.0,0.217,22.575,0.376,3.418,2,1.0
14.0,0.233,24.896,0.415,3.833,2,1.0
15.0,0.25,27.684,0.461,4.294,2,1.0
16.0,0.267,31.082,0.518,4.812,2,1.0
17.0,0.283,35.295,0.588,5.4,2,1.0
18.0,0.3,40.624,0.677,6.078,2,1.0
19.0,0.317,47.532,0.792,6.87,2,1.0
20.0,0.333,56.754,0.946,7.816,2,1.0
21.0,0.35,69.525,1.159,8.974,2,1.0
22.0,0.367,88.066,1.468,10.442,2,1.0
23.0,0.383,105.951,1.766,12.208,2,1.0
24.0,0.4,89.544,1.492,13.7,2,1.0
25.0,0.417,76.994,1.283,14.984,2,1.0
26.0,0.433,67.15,1.119,16.103,2,1.0
27.0,0.45,59.269,0.988,17.091,2,1.0
28.0,0.467,52.846,0.881,17.971,2,1.0
29.0,0.483,47.532,0.792,18.764,2,1.0
30.0,0.5,43.079,0.718,19.482,2,1.0
31.0,0.517,39.303,0.655,20.137,2,1.0
32.0,0.533,36.069,0.601,20.738,2,1.0
33.0,0.55,33.275,0.555,21.292,2,1.0
34.0,0.567,30.841,0.514,21.806,2,1.0
35.0,0.583,28.705,0.478,22.285,2,1.0
36.0,0.6,26.819,0.447,22.732,2,1.0
37.0,0.617,25.144,0.419,23.151,2,1.0
38.0,0.633,23.647,0.394,23.545,2,1.0
39.0,0.65,22.304,0.372,23.917,2,1.0
40.0,0.667,21.092,0.352,24.268,2,1.0
41.0,0.683,19.995,0.333,24.601,2,1.0
42.0,0.7,18.998,0.317,24.918,2,1.0
43.0,0.717,18.088,0.301,25.22,2,1.0
44.0,0.733,17.255,0.288,25.507,2,1.0
45.0,0.75,16.49,0.275,25.782,2,1.0
46.0,0.767,15.785,0.263,26.045,2,1.0
47.0,0.783,15.134,0.252,26.297,2,1.0
48.0,0.8,14.532,0.242,26.539,2,1.0
49.0,0.817,13.972,0.233,26.772,2,1.0
50.0,0.833,13.452,0.224,26.997,2,1.0
51.0,0.85,12.967,0.216,27.213,2,1.0
52.0,0.867,12.514,0.209,27.421,2,1.0
53.0,0.883,12.09,0.201,27.623,2,1.0
54.0,0.9,11.692,0.195,27.818,2,1.0
55.0,0.917,11.318,0.189,28.006,2,1.0
56.0,0.933,10.967,0.183,28.189,2,1.0
57.0,0.95,10.635,0.177,28.366,2,1.0
58.0,0.967,10.322,0.172,28.538,2,1.0
59.0,0.983,10.027,0.167,28.705,2,1.0
60.0,1.0,9.747,0.162,28.868,2,1.0
